Date,SKU,Demand
2021-03-06,Diabecheck,1258.0
2021-03-06,Fungistop,1200.0
2021-03-06,Immunoboost,1491.0
2021-03-07,Dermaglow,1711.0
2021-03-07,Diabecheck,1527.0
2021-03-07,Fungistop,1446.0
2021-03-07,Immunoboost,1555.0
2021-03-08,Immunoboost,1559.0
2021-03-08,Fungistop,1218.0
2021-03-08,Diabecheck,1416.0
2021-03-08,Dermaglow,1769.0
2021-03-09,Dermaglow,1596.0
2021-03-09,Diabecheck,1280.0
2021-03-09,Fungistop,1650.0
2021-03-09,Immunoboost,1614.0
2021-03-10,Dermaglow,1937.0
2021-03-10,Diabecheck,1689.0
2021-03-10,Fungistop,1190.0
2021-03-10,Immunoboost,1734.0
2021-03-11,Dermaglow,1848.0
2021-03-11,Diabecheck,1387.0
2021-03-11,Fungistop,1329.0
2021-03-11,Immunoboost,1668.0
2021-03-12,Immunoboost,1550.0
2021-03-12,Fungistop,1323.0
2021-03-12,Diabecheck,1437.0
2021-03-12,Dermaglow,1647.0
2021-03-13,Dermaglow,1717.0
2021-03-13,Diabecheck,1238.0
2021-03-13,Fungistop,1177.0
2021-03-13,Immunoboost,1505.0
2021-03-14,Dermaglow,1487.0
2021-03-14,Diabecheck,1307.0
2021-03-14,Fungistop,1298.0
2021-03-14,Immunoboost,1512.0
2021-03-15,Dermaglow,1776.0
2021-03-15,Diabecheck,1332.0
2021-03-15,Fungistop,1477.0
2021-03-15,Immunoboost,1454.0
2021-03-16,Fungistop,1354.0
2021-03-16,Immunoboost,1496.0
2021-03-16,Dermaglow,1776.0
2021-03-16,Diabecheck,1127.0
2021-03-17,Dermaglow,1524.0
2021-03-17,Diabecheck,1499.0
2021-03-17,Fungistop,1423.0
2021-03-17,Immunoboost,1851.0
2021-03-18,Dermaglow,1500.0
2021-03-18,Diabecheck,1419.0
2021-03-18,Fungistop,1453.0
2021-03-18,Immunoboost,1837.0
2021-03-19,Dermaglow,1531.0
2021-03-19,Diabecheck,1346.0
2021-03-19,Fungistop,1359.0
2021-03-19,Immunoboost,1682.0
2021-03-20,Immunoboost,1587.0
2021-03-20,Fungistop,1138.0
2021-03-20,Dermaglow,1566.0
2021-03-20,Diabecheck,1236.0
2021-03-21,Dermaglow,1629.0
2021-03-21,Diabecheck,1162.0
2021-03-21,Fungistop,1296.0
2021-03-21,Immunoboost,1473.0
2021-03-22,Immunoboost,1655.0
2021-03-22,Fungistop,1491.0
2021-03-22,Dermaglow,1535.0
2021-03-22,Diabecheck,1364.0
2021-03-23,Dermaglow,1690.0
2021-03-23,Diabecheck,1379.0
2021-03-23,Fungistop,1224.0
2021-03-23,Immunoboost,1560.0
2021-03-24,Fungistop,1434.0
2021-03-24,Dermaglow,1774.0
2021-03-24,Diabecheck,1486.0
2021-03-24,Immunoboost,1744.0
2021-03-25,Immunoboost,1568.0
2021-03-25,Fungistop,1500.0
2021-03-25,Diabecheck,1519.0
2021-03-25,Dermaglow,1740.0
2021-03-26,Dermaglow,1670.0
2021-03-26,Diabecheck,1486.0
2021-03-26,Fungistop,1328.0
2021-03-26,Immunoboost,1441.0
2021-03-27,Dermaglow,1427.0
2021-03-27,Diabecheck,1270.0
2021-03-27,Fungistop,1381.0
2021-03-27,Immunoboost,1337.0
2021-03-28,Dermaglow,1543.0
2021-03-28,Diabecheck,1412.0
2021-03-28,Fungistop,1487.0
2021-03-28,Immunoboost,1379.0
2021-03-29,Immunoboost,1882.0
2021-03-29,Fungistop,1432.0
2021-03-29,Diabecheck,1451.0
2021-03-29,Dermaglow,1626.0
2021-03-30,Dermaglow,1716.0
2021-03-30,Diabecheck,1615.0
2021-03-30,Fungistop,1417.0
2021-03-30,Immunoboost,1721.0
2021-03-31,Dermaglow,1537.0
2021-03-31,Diabecheck,1559.0
2021-03-31,Fungistop,1656.0
2021-03-31,Immunoboost,1732.0
2021-04-01,Dermaglow,1790.0
2021-04-01,Diabecheck,1534.0
2021-04-01,Fungistop,1509.0
2021-04-01,Immunoboost,1601.0
2021-04-02,Fungistop,1457.0
2021-04-02,Immunoboost,1492.0
2021-04-02,Dermaglow,1603.0
2021-04-02,Diabecheck,1380.0
2021-04-03,Dermaglow,1533.0
2021-04-03,Diabecheck,1420.0
2021-04-03,Fungistop,1178.0
2021-04-03,Immunoboost,1694.0
2021-04-04,Dermaglow,1602.0
2021-04-04,Diabecheck,1234.0
2021-04-04,Fungistop,1362.0
2021-04-04,Immunoboost,1595.0
2021-04-05,Dermaglow,1685.0
2021-04-05,Diabecheck,1434.0
2021-04-05,Fungistop,1235.0
2021-04-05,Immunoboost,1613.0
2021-04-06,Fungistop,1436.0
2021-04-06,Immunoboost,1674.0
2021-04-06,Dermaglow,1598.0
2021-04-06,Diabecheck,1309.0
2021-04-07,Dermaglow,1841.0
2021-04-07,Diabecheck,1364.0
2021-04-07,Fungistop,1512.0
2021-04-07,Immunoboost,1502.0
2021-04-08,Fungistop,1499.0
2021-04-08,Immunoboost,1502.0
2021-04-08,Dermaglow,1698.0
2021-04-08,Diabecheck,1492.0
2021-04-09,Dermaglow,1616.0
2021-04-09,Diabecheck,1357.0
2021-04-09,Fungistop,1678.0
2021-04-09,Immunoboost,1577.0
2021-04-10,Immunoboost,1501.0
2021-04-10,Dermaglow,1493.0
2021-04-10,Diabecheck,1194.0
2021-04-10,Fungistop,1409.0
2021-04-11,Immunoboost,1409.0
2021-04-11,Fungistop,1485.0
2021-04-11,Diabecheck,1285.0
2021-04-11,Dermaglow,1594.0
2021-04-12,Dermaglow,1591.0
2021-04-12,Diabecheck,1236.0
2021-04-12,Fungistop,1240.0
2021-04-12,Immunoboost,1705.0
2021-04-13,Dermaglow,1764.0
2021-04-13,Diabecheck,1479.0
2021-04-13,Fungistop,1642.0
2021-04-13,Immunoboost,1695.0
2021-04-14,Dermaglow,1507.0
2021-04-14,Diabecheck,1475.0
2021-04-14,Fungistop,1275.0
2021-04-14,Immunoboost,1748.0
2021-04-15,Immunoboost,1630.0
2021-04-15,Fungistop,1514.0
2021-04-15,Diabecheck,1336.0
2021-04-15,Dermaglow,1563.0
2021-04-16,Dermaglow,1548.0
2021-04-16,Diabecheck,1560.0
2021-04-16,Fungistop,1618.0
2021-04-16,Immunoboost,1477.0
2021-04-17,Dermaglow,1489.0
2021-04-17,Diabecheck,1252.0
2021-04-17,Fungistop,1410.0
2021-04-17,Immunoboost,1482.0
2021-04-18,Dermaglow,1413.0
2021-04-18,Diabecheck,1126.0
2021-04-18,Fungistop,1291.0
2021-04-18,Immunoboost,1634.0
2021-04-19,Immunoboost,1660.0
2021-04-19,Fungistop,1324.0
2021-04-19,Dermaglow,1633.0
2021-04-19,Diabecheck,1332.0
2021-04-20,Dermaglow,1678.0
2021-04-20,Diabecheck,1250.0
2021-04-20,Fungistop,1300.0
2021-04-20,Immunoboost,2044.0
2021-04-21,Dermaglow,1747.0
2021-04-21,Diabecheck,1669.0
2021-04-21,Fungistop,1540.0
2021-04-21,Immunoboost,1710.0
2021-04-22,Dermaglow,1665.0
2021-04-22,Diabecheck,1523.0
2021-04-22,Fungistop,1452.0
2021-04-22,Immunoboost,1758.0
2021-04-23,Fungistop,1357.0
2021-04-23,Immunoboost,1537.0
2021-04-23,Diabecheck,1240.0
2021-04-23,Dermaglow,1650.0
2021-04-24,Dermaglow,1609.0
2021-04-24,Diabecheck,1322.0
2021-04-24,Fungistop,1266.0
2021-04-24,Immunoboost,1628.0
2021-04-25,Dermaglow,1357.0
2021-04-25,Diabecheck,1345.0
2021-04-25,Fungistop,1157.0
2021-04-25,Immunoboost,1360.0
2021-04-26,Dermaglow,1957.0
2021-04-26,Diabecheck,1495.0
2021-04-26,Fungistop,1326.0
2021-04-26,Immunoboost,1780.0
2021-04-27,Diabecheck,1571.0
2021-04-27,Fungistop,1461.0
2021-04-27,Dermaglow,1574.0
2021-04-27,Immunoboost,1841.0
2021-04-28,Immunoboost,1772.0
2021-04-28,Fungistop,1439.0
2021-04-28,Diabecheck,1453.0
2021-04-28,Dermaglow,1748.0
2021-04-29,Dermaglow,1962.0
2021-04-29,Diabecheck,1660.0
2021-04-29,Fungistop,1313.0
2021-04-29,Immunoboost,1858.0
2021-04-30,Dermaglow,1572.0
2021-04-30,Diabecheck,1378.0
2021-04-30,Fungistop,1672.0
2021-04-30,Immunoboost,1730.0
2021-05-01,Immunoboost,1737.0
2021-05-01,Fungistop,1396.0
2021-05-01,Dermaglow,1437.0
2021-05-01,Diabecheck,1531.0
2021-05-02,Dermaglow,1756.0
2021-05-02,Diabecheck,1381.0
2021-05-02,Fungistop,1134.0
2021-05-02,Immunoboost,1311.0
2021-05-03,Immunoboost,1634.0
2021-05-03,Fungistop,1258.0
2021-05-03,Dermaglow,1631.0
2021-05-03,Diabecheck,1544.0
2021-05-04,Dermaglow,1812.0
2021-05-04,Diabecheck,1509.0
2021-05-04,Fungistop,1314.0
2021-05-04,Immunoboost,1913.0
2021-05-05,Dermaglow,2033.0
2021-05-05,Diabecheck,1482.0
2021-05-05,Fungistop,1398.0
2021-05-05,Immunoboost,1791.0
2021-05-06,Dermaglow,1691.0
2021-05-06,Diabecheck,1496.0
2021-05-06,Fungistop,1507.0
2021-05-06,Immunoboost,1439.0
2021-05-07,Immunoboost,1377.0
2021-05-07,Fungistop,1242.0
2021-05-07,Dermaglow,1650.0
2021-05-07,Diabecheck,1331.0
2021-05-08,Dermaglow,1472.0
2021-05-08,Diabecheck,1368.0
2021-05-08,Fungistop,1228.0
2021-05-08,Immunoboost,1698.0
2021-05-09,Dermaglow,1886.0
2021-05-09,Diabecheck,1150.0
2021-05-09,Fungistop,1398.0
2021-05-09,Immunoboost,1655.0
2021-05-10,Dermaglow,1685.0
2021-05-10,Diabecheck,1416.0
2021-05-10,Fungistop,1317.0
2021-05-10,Immunoboost,1668.0
2021-05-11,Fungistop,1344.0
2021-05-11,Immunoboost,1686.0
2021-05-11,Diabecheck,1434.0
2021-05-11,Dermaglow,1816.0
2021-05-12,Dermaglow,1759.0
2021-05-12,Diabecheck,1449.0
2021-05-12,Fungistop,1743.0
2021-05-12,Immunoboost,1962.0
2021-05-13,Dermaglow,1803.0
2021-05-13,Diabecheck,1467.0
2021-05-13,Fungistop,1568.0
2021-05-13,Immunoboost,1532.0
2021-05-14,Dermaglow,1689.0
2021-05-14,Diabecheck,1501.0
2021-05-14,Fungistop,1268.0
2021-05-14,Immunoboost,1728.0
2021-05-15,Immunoboost,1507.0
2021-05-15,Fungistop,1506.0
2021-05-15,Diabecheck,1353.0
2021-05-15,Dermaglow,1738.0
2021-05-16,Dermaglow,1545.0
2021-05-16,Diabecheck,1220.0
2021-05-16,Fungistop,1356.0
2021-05-16,Immunoboost,1534.0
2021-05-17,Dermaglow,1809.0
2021-05-17,Diabecheck,1517.0
2021-05-17,Fungistop,1380.0
2021-05-17,Immunoboost,1503.0
2021-05-18,Dermaglow,1872.0
2021-05-18,Diabecheck,1319.0
2021-05-18,Fungistop,1383.0
2021-05-18,Immunoboost,1553.0
2021-05-19,Immunoboost,1977.0
2021-05-19,Fungistop,1748.0
2021-05-19,Diabecheck,1310.0
2021-05-19,Dermaglow,1913.0
2021-05-20,Dermaglow,1934.0
2021-05-20,Diabecheck,1554.0
2021-05-20,Fungistop,1495.0
2021-05-20,Immunoboost,1770.0
2021-05-21,Dermaglow,1741.0
2021-05-21,Diabecheck,1296.0
2021-05-21,Fungistop,1294.0
2021-05-21,Immunoboost,1786.0
2021-05-22,Dermaglow,1606.0
2021-05-22,Diabecheck,1325.0
2021-05-22,Fungistop,1520.0
2021-05-22,Immunoboost,1789.0
2021-05-23,Fungistop,1653.0
2021-05-23,Immunoboost,1574.0
2021-05-23,Dermaglow,1696.0
2021-05-23,Diabecheck,1349.0
2021-05-24,Dermaglow,1543.0
2021-05-24,Diabecheck,1418.0
2021-05-24,Fungistop,1533.0
2021-05-24,Immunoboost,1760.0
2021-05-25,Dermaglow,1771.0
2021-05-25,Diabecheck,1520.0
2021-05-25,Fungistop,1410.0
2021-05-25,Immunoboost,1689.0
2021-05-26,Dermaglow,1944.0
2021-05-26,Diabecheck,1482.0
2021-05-26,Fungistop,1718.0
2021-05-26,Immunoboost,1805.0
2021-05-27,Fungistop,1489.0
2021-05-27,Immunoboost,1848.0
2021-05-27,Dermaglow,1846.0
2021-05-27,Diabecheck,1535.0
2021-05-28,Dermaglow,1781.0
2021-05-28,Diabecheck,1514.0
2021-05-28,Fungistop,1627.0
2021-05-28,Immunoboost,1708.0
2021-05-29,Fungistop,1117.0
2021-05-29,Immunoboost,1603.0
2021-05-29,Dermaglow,1813.0
2021-05-29,Diabecheck,1262.0
2021-05-30,Dermaglow,1462.0
2021-05-30,Diabecheck,1493.0
2021-05-30,Fungistop,1260.0
2021-05-30,Immunoboost,1919.0
2021-05-31,Immunoboost,1571.0
2021-05-31,Dermaglow,1685.0
2021-05-31,Diabecheck,1467.0
2021-05-31,Fungistop,1300.0
2021-06-01,Fungistop,1497.0
2021-06-01,Immunoboost,2027.0
2021-06-01,Dermaglow,1861.0
2021-06-01,Diabecheck,1458.0
2021-06-02,Immunoboost,1817.0
2021-06-02,Fungistop,1669.0
2021-06-02,Diabecheck,1552.0
2021-06-02,Dermaglow,2016.0
2021-06-03,Dermaglow,1749.0
2021-06-03,Diabecheck,1398.0
2021-06-03,Fungistop,1386.0
2021-06-03,Immunoboost,2004.0
2021-06-04,Dermaglow,1710.0
2021-06-04,Diabecheck,1390.0
2021-06-04,Fungistop,1639.0
2021-06-04,Immunoboost,1622.0
2021-06-05,Dermaglow,1716.0
2021-06-05,Diabecheck,1220.0
2021-06-05,Fungistop,1395.0
2021-06-05,Immunoboost,1305.0
2021-06-06,Immunoboost,1641.0
2021-06-06,Fungistop,1418.0
2021-06-06,Diabecheck,1424.0
2021-06-06,Dermaglow,1694.0
2021-06-07,Dermaglow,1576.0
2021-06-07,Diabecheck,1207.0
2021-06-07,Fungistop,1370.0
2021-06-07,Immunoboost,1736.0
2021-06-08,Dermaglow,1783.0
2021-06-08,Diabecheck,1307.0
2021-06-08,Fungistop,1296.0
2021-06-08,Immunoboost,1494.0
2021-06-09,Dermaglow,1808.0
2021-06-09,Diabecheck,1397.0
2021-06-09,Fungistop,1548.0
2021-06-09,Immunoboost,1653.0
2021-06-10,Fungistop,1577.0
2021-06-10,Immunoboost,1692.0
2021-06-10,Dermaglow,2114.0
2021-06-10,Diabecheck,1344.0
2021-06-11,Dermaglow,1894.0
2021-06-11,Diabecheck,1288.0
2021-06-11,Fungistop,1577.0
2021-06-11,Immunoboost,1778.0
2021-06-12,Dermaglow,1784.0
2021-06-12,Diabecheck,1300.0
2021-06-12,Fungistop,1373.0
2021-06-12,Immunoboost,1736.0
2021-06-13,Dermaglow,1525.0
2021-06-13,Diabecheck,1361.0
2021-06-13,Fungistop,1181.0
2021-06-13,Immunoboost,1489.0
2021-06-14,Fungistop,1516.0
2021-06-14,Immunoboost,1485.0
2021-06-14,Dermaglow,1884.0
2021-06-14,Diabecheck,1433.0
2021-06-15,Dermaglow,1970.0
2021-06-15,Diabecheck,1521.0
2021-06-15,Fungistop,1512.0
2021-06-15,Immunoboost,1769.0
2021-06-16,Fungistop,1719.0
2021-06-16,Immunoboost,1821.0
2021-06-16,Dermaglow,1740.0
2021-06-16,Diabecheck,1460.0
2021-06-17,Dermaglow,1889.0
2021-06-17,Diabecheck,1565.0
2021-06-17,Fungistop,1386.0
2021-06-17,Immunoboost,1579.0
2021-06-18,Dermaglow,1571.0
2021-06-18,Diabecheck,1399.0
2021-06-18,Fungistop,1535.0
2021-06-18,Immunoboost,1637.0
2021-06-19,Immunoboost,1696.0
2021-06-19,Fungistop,1461.0
2021-06-19,Diabecheck,1387.0
2021-06-19,Dermaglow,1573.0
2021-06-20,Dermaglow,1551.0
2021-06-20,Diabecheck,1529.0
2021-06-20,Fungistop,1450.0
2021-06-20,Immunoboost,1468.0
2021-06-21,Dermaglow,1672.0
2021-06-21,Diabecheck,1506.0
2021-06-21,Fungistop,1363.0
2021-06-21,Immunoboost,1522.0
2021-06-22,Immunoboost,1710.0
2021-06-22,Fungistop,1404.0
2021-06-22,Dermaglow,1843.0
2021-06-22,Diabecheck,1612.0
2021-06-23,Dermaglow,1925.0
2021-06-23,Diabecheck,1406.0
2021-06-23,Fungistop,1576.0
2021-06-23,Immunoboost,1876.0
2021-06-24,Immunoboost,1911.0
2021-06-24,Fungistop,1491.0
2021-06-24,Dermaglow,1720.0
2021-06-24,Diabecheck,1595.0
2021-06-25,Dermaglow,1650.0
2021-06-25,Diabecheck,1391.0
2021-06-25,Fungistop,1356.0
2021-06-25,Immunoboost,1516.0
2021-06-26,Dermaglow,1560.0
2021-06-26,Diabecheck,1288.0
2021-06-26,Fungistop,1327.0
2021-06-26,Immunoboost,1595.0
2021-06-27,Dermaglow,1797.0
2021-06-27,Diabecheck,1359.0
2021-06-27,Fungistop,1389.0
2021-06-27,Immunoboost,1541.0
2021-06-28,Immunoboost,1902.0
2021-06-28,Fungistop,1431.0
2021-06-28,Dermaglow,1704.0
2021-06-28,Diabecheck,1328.0
2021-06-29,Dermaglow,2125.0
2021-06-29,Diabecheck,1520.0
2021-06-29,Fungistop,1424.0
2021-06-29,Immunoboost,1791.0
2021-06-30,Dermaglow,2061.0
2021-06-30,Diabecheck,1381.0
2021-06-30,Fungistop,1591.0
2021-06-30,Immunoboost,1722.0
2021-07-01,Dermaglow,1741.0
2021-07-01,Diabecheck,1397.0
2021-07-01,Fungistop,1425.0
2021-07-01,Immunoboost,1764.0
2021-07-02,Fungistop,1569.0
2021-07-02,Immunoboost,1586.0
2021-07-02,Diabecheck,1300.0
2021-07-02,Dermaglow,1838.0
2021-07-03,Dermaglow,1453.0
2021-07-03,Diabecheck,1196.0
2021-07-03,Fungistop,1330.0
2021-07-03,Immunoboost,1817.0
2021-07-04,Dermaglow,1685.0
2021-07-04,Diabecheck,1343.0
2021-07-04,Fungistop,1531.0
2021-07-04,Immunoboost,1508.0
2021-07-05,Dermaglow,1426.0
2021-07-05,Diabecheck,1394.0
2021-07-05,Fungistop,1484.0
2021-07-05,Immunoboost,1542.0
2021-07-06,Immunoboost,1790.0
2021-07-06,Fungistop,1518.0
2021-07-06,Diabecheck,1437.0
2021-07-06,Dermaglow,1653.0
2021-07-07,Dermaglow,1996.0
2021-07-07,Diabecheck,1604.0
2021-07-07,Fungistop,1531.0
2021-07-07,Immunoboost,1782.0
2021-07-08,Dermaglow,1743.0
2021-07-08,Diabecheck,1373.0
2021-07-08,Fungistop,1561.0
2021-07-08,Immunoboost,1810.0
2021-07-09,Immunoboost,1630.0
2021-07-09,Fungistop,1271.0
2021-07-09,Dermaglow,1675.0
2021-07-09,Diabecheck,1424.0
2021-07-10,Dermaglow,1608.0
2021-07-10,Diabecheck,1217.0
2021-07-10,Fungistop,1342.0
2021-07-10,Immunoboost,1590.0
2021-07-11,Immunoboost,1620.0
2021-07-11,Fungistop,1026.0
2021-07-11,Dermaglow,1744.0
2021-07-11,Diabecheck,1335.0
2021-07-12,Dermaglow,1699.0
2021-07-12,Diabecheck,1254.0
2021-07-12,Fungistop,1258.0
2021-07-12,Immunoboost,1594.0
2021-07-13,Dermaglow,1860.0
2021-07-13,Diabecheck,1335.0
2021-07-13,Fungistop,1572.0
2021-07-13,Immunoboost,2044.0
2021-07-14,Dermaglow,1876.0
2021-07-14,Diabecheck,1504.0
2021-07-14,Fungistop,1580.0
2021-07-14,Immunoboost,1566.0
2021-07-15,Immunoboost,1976.0
2021-07-15,Fungistop,1417.0
2021-07-15,Dermaglow,1955.0
2021-07-15,Diabecheck,1441.0
2021-07-16,Dermaglow,1665.0
2021-07-16,Diabecheck,1298.0
2021-07-16,Fungistop,1360.0
2021-07-16,Immunoboost,1736.0
2021-07-17,Dermaglow,1691.0
2021-07-17,Diabecheck,1481.0
2021-07-17,Fungistop,1440.0
2021-07-17,Immunoboost,1396.0
2021-07-18,Dermaglow,1480.0
2021-07-18,Diabecheck,1190.0
2021-07-18,Fungistop,1402.0
2021-07-18,Immunoboost,1326.0
2021-07-19,Fungistop,1423.0
2021-07-19,Immunoboost,1540.0
2021-07-19,Diabecheck,1129.0
2021-07-19,Dermaglow,1687.0
2021-07-20,Dermaglow,1681.0
2021-07-20,Diabecheck,1436.0
2021-07-20,Fungistop,1676.0
2021-07-20,Immunoboost,1685.0
2021-07-21,Dermaglow,1669.0
2021-07-21,Diabecheck,1675.0
2021-07-21,Fungistop,1523.0
2021-07-21,Immunoboost,1644.0
2021-07-22,Dermaglow,1813.0
2021-07-22,Diabecheck,1699.0
2021-07-22,Fungistop,1572.0
2021-07-22,Immunoboost,1870.0
2021-07-23,Immunoboost,1549.0
2021-07-23,Fungistop,1413.0
2021-07-23,Diabecheck,1217.0
2021-07-23,Dermaglow,1792.0
2021-07-24,Dermaglow,1603.0
2021-07-24,Diabecheck,1221.0
2021-07-24,Fungistop,1317.0
2021-07-24,Immunoboost,1407.0
2021-07-25,Dermaglow,1761.0
2021-07-25,Diabecheck,1199.0
2021-07-25,Fungistop,1299.0
2021-07-25,Immunoboost,1602.0
2021-07-26,Dermaglow,1449.0
2021-07-26,Diabecheck,1408.0
2021-07-26,Fungistop,1436.0
2021-07-26,Immunoboost,1519.0
2021-07-27,Immunoboost,1732.0
2021-07-27,Fungistop,1468.0
2021-07-27,Diabecheck,1376.0
2021-07-27,Dermaglow,1785.0
2021-07-28,Dermaglow,1812.0
2021-07-28,Diabecheck,1403.0
2021-07-28,Fungistop,1614.0
2021-07-28,Immunoboost,1797.0
2021-07-29,Dermaglow,1883.0
2021-07-29,Diabecheck,1584.0
2021-07-29,Fungistop,1497.0
2021-07-29,Immunoboost,1809.0
2021-07-30,Dermaglow,1744.0
2021-07-30,Diabecheck,1236.0
2021-07-30,Fungistop,1568.0
2021-07-30,Immunoboost,1762.0
2021-07-31,Fungistop,1435.0
2021-07-31,Immunoboost,1434.0
2021-07-31,Dermaglow,1838.0
2021-07-31,Diabecheck,1607.0
2021-08-01,Dermaglow,1815.0
2021-08-01,Diabecheck,1469.0
2021-08-01,Fungistop,1325.0
2021-08-01,Immunoboost,1704.0
2021-08-02,Dermaglow,1772.0
2021-08-02,Diabecheck,1386.0
2021-08-02,Fungistop,1405.0
2021-08-02,Immunoboost,1462.0
2021-08-03,Dermaglow,1926.0
2021-08-03,Diabecheck,1385.0
2021-08-03,Fungistop,1690.0
2021-08-03,Immunoboost,1686.0
2021-08-04,Fungistop,1744.0
2021-08-04,Immunoboost,1765.0
2021-08-04,Dermaglow,1724.0
2021-08-04,Diabecheck,1416.0
2021-08-05,Dermaglow,1827.0
2021-08-05,Diabecheck,1425.0
2021-08-05,Fungistop,1538.0
2021-08-05,Immunoboost,1752.0
2021-08-06,Fungistop,1297.0
2021-08-06,Immunoboost,1509.0
2021-08-06,Dermaglow,1664.0
2021-08-06,Diabecheck,1203.0
2021-08-07,Dermaglow,1907.0
2021-08-07,Diabecheck,1348.0
2021-08-07,Fungistop,1411.0
2021-08-07,Immunoboost,1562.0
2021-08-08,Immunoboost,1669.0
2021-08-08,Dermaglow,1851.0
2021-08-08,Diabecheck,1225.0
2021-08-08,Fungistop,1375.0
2021-08-09,Immunoboost,1650.0
2021-08-09,Fungistop,1446.0
2021-08-09,Diabecheck,1660.0
2021-08-09,Dermaglow,1722.0
2021-08-10,Dermaglow,2036.0
2021-08-10,Diabecheck,1425.0
2021-08-10,Fungistop,1449.0
2021-08-10,Immunoboost,1817.0
2021-08-11,Dermaglow,2228.0
2021-08-11,Diabecheck,1498.0
2021-08-11,Fungistop,1722.0
2021-08-11,Immunoboost,1965.0
2021-08-12,Dermaglow,1768.0
2021-08-12,Diabecheck,1254.0
2021-08-12,Fungistop,1418.0
2021-08-12,Immunoboost,1660.0
2021-08-13,Immunoboost,1669.0
2021-08-13,Fungistop,1464.0
2021-08-13,Diabecheck,1212.0
2021-08-13,Dermaglow,1732.0
2021-08-14,Dermaglow,1650.0
2021-08-14,Diabecheck,1452.0
2021-08-14,Fungistop,1392.0
2021-08-14,Immunoboost,1533.0
2021-08-15,Dermaglow,1517.0
2021-08-15,Diabecheck,1154.0
2021-08-15,Fungistop,1426.0
2021-08-15,Immunoboost,1500.0
2021-08-16,Dermaglow,1743.0
2021-08-16,Diabecheck,1482.0
2021-08-16,Fungistop,1429.0
2021-08-16,Immunoboost,1543.0
2021-08-17,Fungistop,1527.0
2021-08-17,Immunoboost,1752.0
2021-08-17,Dermaglow,2061.0
2021-08-17,Diabecheck,1209.0
2021-08-18,Dermaglow,1966.0
2021-08-18,Diabecheck,1699.0
2021-08-18,Fungistop,1726.0
2021-08-18,Immunoboost,1806.0
2021-08-19,Dermaglow,1668.0
2021-08-19,Diabecheck,1530.0
2021-08-19,Fungistop,1434.0
2021-08-19,Immunoboost,1757.0
2021-08-20,Dermaglow,1636.0
2021-08-20,Diabecheck,1470.0
2021-08-20,Fungistop,1550.0
2021-08-20,Immunoboost,1418.0
2021-08-21,Fungistop,1493.0
2021-08-21,Immunoboost,1566.0
2021-08-21,Dermaglow,1736.0
2021-08-21,Diabecheck,1120.0
2021-08-22,Dermaglow,1409.0
2021-08-22,Diabecheck,1209.0
2021-08-22,Fungistop,1422.0
2021-08-22,Immunoboost,1532.0
2021-08-23,Fungistop,1506.0
2021-08-23,Immunoboost,1591.0
2021-08-23,Dermaglow,1537.0
2021-08-23,Diabecheck,1292.0
2021-08-24,Dermaglow,1895.0
2021-08-24,Diabecheck,1448.0
2021-08-24,Fungistop,1558.0
2021-08-24,Immunoboost,1624.0
2021-08-25,Dermaglow,1889.0
2021-08-25,Diabecheck,1548.0
2021-08-25,Fungistop,1423.0
2021-08-25,Immunoboost,1566.0
2021-08-26,Immunoboost,1562.0
2021-08-26,Fungistop,1438.0
2021-08-26,Diabecheck,1493.0
2021-08-26,Dermaglow,1924.0
2021-08-27,Dermaglow,1789.0
2021-08-27,Diabecheck,1590.0
2021-08-27,Fungistop,1458.0
2021-08-27,Immunoboost,1661.0
2021-08-28,Dermaglow,1484.0
2021-08-28,Diabecheck,1204.0
2021-08-28,Fungistop,1319.0
2021-08-28,Immunoboost,1524.0
2021-08-29,Immunoboost,1506.0
2021-08-29,Fungistop,1369.0
2021-08-29,Dermaglow,1725.0
2021-08-29,Diabecheck,1234.0
2021-08-30,Dermaglow,1496.0
2021-08-30,Diabecheck,1273.0
2021-08-30,Fungistop,1433.0
2021-08-30,Immunoboost,1492.0
2021-08-31,Immunoboost,1833.0
2021-08-31,Fungistop,1512.0
2021-08-31,Dermaglow,1656.0
2021-08-31,Diabecheck,1232.0
2021-09-01,Dermaglow,1926.0
2021-09-01,Diabecheck,1400.0
2021-09-01,Fungistop,1700.0
2021-09-01,Immunoboost,1546.0
2021-09-02,Dermaglow,2004.0
2021-09-02,Diabecheck,1408.0
2021-09-02,Fungistop,1536.0
2021-09-02,Immunoboost,1802.0
2021-09-03,Dermaglow,1625.0
2021-09-03,Diabecheck,1420.0
2021-09-03,Fungistop,1150.0
2021-09-03,Immunoboost,1495.0
2021-09-04,Immunoboost,1571.0
2021-09-04,Fungistop,1191.0
2021-09-04,Dermaglow,1436.0
2021-09-04,Diabecheck,1216.0
2021-09-05,Dermaglow,1765.0
2021-09-05,Diabecheck,1385.0
2021-09-05,Fungistop,1446.0
2021-09-05,Immunoboost,1343.0
2021-09-06,Dermaglow,1565.0
2021-09-06,Diabecheck,1414.0
2021-09-06,Fungistop,1433.0
2021-09-06,Immunoboost,1475.0
2021-09-07,Dermaglow,1846.0
2021-09-07,Diabecheck,1303.0
2021-09-07,Fungistop,1414.0
2021-09-07,Immunoboost,1657.0
2021-09-08,Fungistop,1493.0
2021-09-08,Immunoboost,1620.0
2021-09-08,Diabecheck,1524.0
