date,SKU,Channel,quantity,Supplier,Country,Region,Store
2021-02-23 00:00:00,Bronchosafe,Online Store,655.0,Bayer,USA,North America,Store09
2021-03-02 00:00:00,Bronchosafe,Online Store,394.0,Bayer,Germany,EMEA,Store09
2021-03-09 00:00:00,Bronchosafe,Online Store,1050.0,Bayer,Egypt,EMEA,Store06
2021-03-16 00:00:00,Bronchosafe,Online Store,213.0,Bayer,Egypt,EMEA,Store07
2021-03-23 00:00:00,Bronchosafe,Online Store,1033.0,Bayer,USA,North America,Store04
2021-03-30 00:00:00,Bronchosafe,Online Store,1120.0,Bayer,Egypt,EMEA,Store09
2021-04-06 00:00:00,Bronchosafe,Online Store,0.0,Bayer,Australia,APAC,Store12
2021-04-13 00:00:00,Bronchosafe,Online Store,743.0,Bayer,Egypt,EMEA,Store06
2021-04-20 00:00:00,Bronchosafe,Online Store,2775.0,Bayer,Canada,North America,Store08
2021-04-27 00:00:00,Bronchosafe,Online Store,744.0,Bayer,Egypt,EMEA,Store12
2021-05-04 00:00:00,Bronchosafe,Online Store,881.0,Bayer,South Korea,APAC,Store06
2021-05-11 00:00:00,Bronchosafe,Online Store,737.0,Bayer,Canada,North America,Store01
2021-05-18 00:00:00,Bronchosafe,Online Store,0.0,Bayer,Egypt,EMEA,Store09
2021-05-25 00:00:00,Bronchosafe,Online Store,196.0,Bayer,Canada,North America,Store08
2021-06-01 00:00:00,Bronchosafe,Online Store,0.0,Bayer,South Korea,APAC,Store04
2021-06-08 00:00:00,Bronchosafe,Online Store,441.0,Bayer,Germany,EMEA,Store01
2021-06-15 00:00:00,Bronchosafe,Online Store,719.0,Bayer,USA,North America,Store12
2021-06-22 00:00:00,Bronchosafe,Online Store,0.0,Bayer,Canada,North America,Store02
2021-06-29 00:00:00,Bronchosafe,Online Store,1575.0,Bayer,USA,North America,Store05
2021-07-06 00:00:00,Bronchosafe,Online Store,118.0,Bayer,Germany,EMEA,Store02
2021-07-13 00:00:00,Bronchosafe,Online Store,537.0,Bayer,Egypt,EMEA,Store08
2021-07-20 00:00:00,Bronchosafe,Online Store,301.0,Bayer,South Korea,APAC,Store10
2021-07-27 00:00:00,Bronchosafe,Online Store,605.0,Bayer,Germany,EMEA,Store08
2021-08-03 00:00:00,Bronchosafe,Online Store,0.0,Bayer,Canada,North America,Store01
2021-08-10 00:00:00,Bronchosafe,Online Store,883.0,Bayer,Canada,North America,Store10
2021-08-17 00:00:00,Bronchosafe,Online Store,1291.0,Bayer,South Korea,APAC,Store07
2021-08-24 00:00:00,Bronchosafe,Online Store,1191.0,Bayer,Canada,North America,Store01
2021-08-31 00:00:00,Bronchosafe,Online Store,572.0,Bayer,Australia,APAC,Store12
2021-09-07 00:00:00,Bronchosafe,Online Store,478.0,Bayer,South Korea,APAC,Store12
2021-09-14 00:00:00,Bronchosafe,Online Store,940.0,Bayer,USA,North America,Store06
2021-09-21 00:00:00,Bronchosafe,Online Store,266.0,Bayer,Germany,EMEA,Store05
2021-09-28 00:00:00,Bronchosafe,Online Store,154.0,Bayer,USA,North America,Store03
2021-10-05 00:00:00,Bronchosafe,Online Store,699.0,Bayer,USA,North America,Store10
2021-10-12 00:00:00,Bronchosafe,Online Store,0.0,Bayer,South Korea,APAC,Store08
2021-10-19 00:00:00,Bronchosafe,Online Store,0.0,Bayer,South Korea,APAC,Store04
2021-10-26 00:00:00,Bronchosafe,Online Store,563.0,Bayer,Germany,EMEA,Store11
2021-11-02 00:00:00,Bronchosafe,Online Store,723.0,Bayer,Canada,North America,Store10
2021-11-09 00:00:00,Bronchosafe,Online Store,914.0,Bayer,Canada,North America,Store09
2021-11-16 00:00:00,Bronchosafe,Online Store,525.0,Bayer,Australia,APAC,Store10
2021-11-23 00:00:00,Bronchosafe,Online Store,1502.0,Bayer,South Korea,APAC,Store11
2021-11-30 00:00:00,Bronchosafe,Online Store,942.0,Bayer,Canada,North America,Store02
2021-12-07 00:00:00,Bronchosafe,Online Store,1070.0,Bayer,South Korea,APAC,Store07
2021-12-14 00:00:00,Bronchosafe,Online Store,920.0,Bayer,Canada,North America,Store11
2021-12-21 00:00:00,Bronchosafe,Online Store,2052.0,Bayer,Egypt,EMEA,Store07
2021-12-28 00:00:00,Bronchosafe,Online Store,590.0,Bayer,Canada,North America,Store03
2022-01-04 00:00:00,Bronchosafe,Online Store,392.0,Bayer,Germany,EMEA,Store07
2022-01-11 00:00:00,Bronchosafe,Online Store,0.0,Bayer,USA,North America,Store01
2022-01-18 00:00:00,Bronchosafe,Online Store,414.0,Bayer,USA,North America,Store02
2022-01-25 00:00:00,Bronchosafe,Online Store,710.0,Bayer,Germany,EMEA,Store06
2022-02-01 00:00:00,Bronchosafe,Online Store,685.0,Bayer,South Korea,APAC,Store06
2022-02-08 00:00:00,Bronchosafe,Online Store,584.0,Bayer,Egypt,EMEA,Store04
2022-02-15 00:00:00,Bronchosafe,Online Store,0.0,Bayer,South Korea,APAC,Store03
2022-02-22 00:00:00,Bronchosafe,Online Store,1075.0,Bayer,Germany,EMEA,Store11
2022-03-01 00:00:00,Bronchosafe,Online Store,0.0,Bayer,Canada,North America,Store07
2022-03-08 00:00:00,Bronchosafe,Online Store,620.0,Bayer,South Korea,APAC,Store09
2022-03-15 00:00:00,Bronchosafe,Online Store,1000.0,Bayer,Egypt,EMEA,Store11
2022-03-22 00:00:00,Bronchosafe,Online Store,933.0,Bayer,Germany,EMEA,Store12
2022-03-29 00:00:00,Bronchosafe,Online Store,611.0,Bayer,Egypt,EMEA,Store03
2022-04-05 00:00:00,Bronchosafe,Online Store,951.0,Bayer,USA,North America,Store12
2022-04-12 00:00:00,Bronchosafe,Online Store,324.0,Bayer,USA,North America,Store10
2022-04-19 00:00:00,Bronchosafe,Online Store,349.0,Bayer,Germany,EMEA,Store09
2022-04-26 00:00:00,Bronchosafe,Online Store,938.0,Bayer,Germany,EMEA,Store12
2022-05-03 00:00:00,Bronchosafe,Online Store,586.0,Bayer,USA,North America,Store12
2022-05-10 00:00:00,Bronchosafe,Online Store,529.0,Bayer,South Korea,APAC,Store12
2022-05-17 00:00:00,Bronchosafe,Online Store,1294.0,Bayer,USA,North America,Store09
2022-05-24 00:00:00,Bronchosafe,Online Store,765.0,Bayer,USA,North America,Store12
2022-05-31 00:00:00,Bronchosafe,Online Store,1598.0,Bayer,Canada,North America,Store08
2022-06-07 00:00:00,Bronchosafe,Online Store,808.0,Bayer,South Korea,APAC,Store11
2022-06-14 00:00:00,Bronchosafe,Online Store,519.0,Bayer,South Korea,APAC,Store12
2022-06-21 00:00:00,Bronchosafe,Online Store,604.0,Bayer,Canada,North America,Store05
2022-06-28 00:00:00,Bronchosafe,Online Store,244.0,Bayer,Germany,EMEA,Store01
2022-07-05 00:00:00,Bronchosafe,Online Store,632.0,Bayer,Egypt,EMEA,Store11
2022-07-12 00:00:00,Bronchosafe,Online Store,629.0,Bayer,Egypt,EMEA,Store08
2022-07-19 00:00:00,Bronchosafe,Online Store,135.0,Bayer,Egypt,EMEA,Store07
2022-07-26 00:00:00,Bronchosafe,Online Store,0.0,Bayer,South Korea,APAC,Store04
2022-08-02 00:00:00,Bronchosafe,Online Store,476.0,Bayer,Canada,North America,Store04
2022-08-09 00:00:00,Bronchosafe,Online Store,732.0,Bayer,Canada,North America,Store07
2022-08-16 00:00:00,Bronchosafe,Online Store,509.0,Bayer,Canada,North America,Store04
2022-08-23 00:00:00,Bronchosafe,Online Store,1017.0,Bayer,Germany,EMEA,Store01
2022-08-30 00:00:00,Bronchosafe,Online Store,523.0,Bayer,Canada,North America,Store06
2022-09-06 00:00:00,Bronchosafe,Online Store,748.0,Bayer,Germany,EMEA,Store05
2022-09-13 00:00:00,Bronchosafe,Online Store,323.0,Bayer,USA,North America,Store07
2022-09-20 00:00:00,Bronchosafe,Online Store,535.0,Bayer,Germany,EMEA,Store05
2022-09-27 00:00:00,Bronchosafe,Online Store,582.0,Bayer,Germany,EMEA,Store10
2022-10-04 00:00:00,Bronchosafe,Online Store,780.0,Bayer,South Korea,APAC,Store07
2022-10-11 00:00:00,Bronchosafe,Online Store,0.0,Bayer,Australia,APAC,Store08
2022-10-18 00:00:00,Bronchosafe,Online Store,1314.0,Bayer,Egypt,EMEA,Store09
2022-10-25 00:00:00,Bronchosafe,Online Store,285.0,Bayer,Egypt,EMEA,Store04
2022-11-01 00:00:00,Bronchosafe,Online Store,695.0,Bayer,USA,North America,Store11
2022-11-08 00:00:00,Bronchosafe,Online Store,900.0,Bayer,Germany,EMEA,Store01
2022-11-15 00:00:00,Bronchosafe,Online Store,157.0,Bayer,South Korea,APAC,Store01
2022-11-22 00:00:00,Bronchosafe,Online Store,0.0,Bayer,Canada,North America,Store09
2022-11-29 00:00:00,Bronchosafe,Online Store,0.0,Bayer,Egypt,EMEA,Store04
2022-12-06 00:00:00,Bronchosafe,Online Store,126.0,Bayer,USA,North America,Store05
2022-12-13 00:00:00,Bronchosafe,Online Store,980.0,Bayer,Germany,EMEA,Store04
2022-12-20 00:00:00,Bronchosafe,Online Store,211.0,Bayer,Egypt,EMEA,Store09
2022-12-27 00:00:00,Bronchosafe,Online Store,521.0,Bayer,USA,North America,Store09
2023-01-03 00:00:00,Bronchosafe,Online Store,672.0,Bayer,Germany,EMEA,Store12
2023-01-10 00:00:00,Bronchosafe,Online Store,459.0,Bayer,South Korea,APAC,Store10
2023-01-17 00:00:00,Bronchosafe,Online Store,771.0,Bayer,Australia,APAC,Store06
2023-01-24 00:00:00,Bronchosafe,Online Store,804.0,Bayer,Egypt,EMEA,Store09
2023-01-31 00:00:00,Bronchosafe,Online Store,209.0,Bayer,Australia,APAC,Store07
2023-02-07 00:00:00,Bronchosafe,Online Store,275.0,Bayer,Egypt,EMEA,Store11
2023-02-14 00:00:00,Bronchosafe,Online Store,482.0,Bayer,Germany,EMEA,Store12
2023-02-21 00:00:00,Bronchosafe,Online Store,989.0,Bayer,Canada,North America,Store08
2023-02-28 00:00:00,Bronchosafe,Online Store,799.0,Bayer,Egypt,EMEA,Store07
2023-03-07 00:00:00,Bronchosafe,Online Store,689.0,Bayer,Germany,EMEA,Store05
2023-03-14 00:00:00,Bronchosafe,Online Store,935.0,Bayer,Australia,APAC,Store06
2023-03-21 00:00:00,Bronchosafe,Online Store,270.0,Bayer,South Korea,APAC,Store03
2023-03-28 00:00:00,Bronchosafe,Online Store,373.0,Bayer,Germany,EMEA,Store11
2023-04-04 00:00:00,Bronchosafe,Online Store,400.0,Bayer,Australia,APAC,Store12
2023-04-11 00:00:00,Bronchosafe,Online Store,412.0,Bayer,Australia,APAC,Store09
2023-04-18 00:00:00,Bronchosafe,Online Store,1093.0,Bayer,USA,North America,Store04
2023-04-25 00:00:00,Bronchosafe,Online Store,391.0,Bayer,USA,North America,Store10
2023-05-02 00:00:00,Bronchosafe,Online Store,334.0,Bayer,Canada,North America,Store03
2023-05-09 00:00:00,Bronchosafe,Online Store,502.0,Bayer,Australia,APAC,Store07
2023-05-16 00:00:00,Bronchosafe,Online Store,1517.0,Bayer,Australia,APAC,Store09
2023-05-23 00:00:00,Bronchosafe,Online Store,1137.0,Bayer,Egypt,EMEA,Store02
2023-05-30 00:00:00,Bronchosafe,Online Store,1901.0,Bayer,USA,North America,Store08
2023-06-06 00:00:00,Bronchosafe,Online Store,272.0,Bayer,Canada,North America,Store09
2023-06-13 00:00:00,Bronchosafe,Online Store,1064.0,Bayer,Australia,APAC,Store01
2023-06-20 00:00:00,Bronchosafe,Online Store,719.0,Bayer,Australia,APAC,Store02
2023-06-27 00:00:00,Bronchosafe,Online Store,217.0,Bayer,South Korea,APAC,Store08
2023-07-04 00:00:00,Bronchosafe,Online Store,1031.0,Bayer,USA,North America,Store09
2023-07-11 00:00:00,Bronchosafe,Online Store,329.0,Bayer,Australia,APAC,Store11
2023-07-18 00:00:00,Bronchosafe,Online Store,407.0,Bayer,Egypt,EMEA,Store02
2023-07-25 00:00:00,Bronchosafe,Online Store,650.0,Bayer,Egypt,EMEA,Store11
2023-08-01 00:00:00,Bronchosafe,Online Store,1706.0,Bayer,Australia,APAC,Store10
2023-08-08 00:00:00,Bronchosafe,Online Store,430.0,Bayer,Germany,EMEA,Store01
2023-08-15 00:00:00,Bronchosafe,Online Store,816.0,Bayer,USA,North America,Store04
2023-08-22 00:00:00,Bronchosafe,Online Store,949.0,Bayer,USA,North America,Store10
2023-08-29 00:00:00,Bronchosafe,Online Store,0.0,Bayer,South Korea,APAC,Store12
2023-09-05 00:00:00,Bronchosafe,Online Store,775.0,Bayer,Egypt,EMEA,Store11
2023-09-12 00:00:00,Bronchosafe,Online Store,1451.0,Bayer,Australia,APAC,Store04
2023-09-19 00:00:00,Bronchosafe,Online Store,432.0,Bayer,Canada,North America,Store03
2023-09-26 00:00:00,Bronchosafe,Online Store,555.0,Bayer,Canada,North America,Store05
2023-10-03 00:00:00,Bronchosafe,Online Store,1592.0,Bayer,Egypt,EMEA,Store01
2023-10-10 00:00:00,Bronchosafe,Online Store,474.0,Bayer,Australia,APAC,Store03
2023-10-17 00:00:00,Bronchosafe,Online Store,429.0,Bayer,USA,North America,Store06
2023-10-24 00:00:00,Bronchosafe,Online Store,319.0,Bayer,Egypt,EMEA,Store02
2021-02-02 00:00:00,Virustop,Online Store,582.0,Merck,Egypt,EMEA,Store02
2021-02-09 00:00:00,Virustop,Online Store,624.0,Merck,Australia,APAC,Store04
2021-02-16 00:00:00,Virustop,Online Store,224.0,Merck,USA,North America,Store01
2021-02-23 00:00:00,Virustop,Online Store,1068.0,Merck,Egypt,EMEA,Store03
2021-03-02 00:00:00,Virustop,Online Store,1034.0,Merck,USA,North America,Store07
2021-03-09 00:00:00,Virustop,Online Store,796.0,Merck,Canada,North America,Store09
2021-03-16 00:00:00,Virustop,Online Store,720.0,Merck,Australia,APAC,Store12
2021-03-23 00:00:00,Virustop,Online Store,277.0,Merck,Canada,North America,Store05
2021-03-30 00:00:00,Virustop,Online Store,144.0,Merck,South Korea,APAC,Store02
2021-04-06 00:00:00,Virustop,Online Store,395.0,Merck,Australia,APAC,Store02
2021-04-13 00:00:00,Virustop,Online Store,888.0,Merck,Germany,EMEA,Store05
2021-04-20 00:00:00,Virustop,Online Store,653.0,Merck,South Korea,APAC,Store10
2021-04-27 00:00:00,Virustop,Online Store,339.0,Merck,Canada,North America,Store02
2021-05-04 00:00:00,Virustop,Online Store,511.0,Merck,Canada,North America,Store01
2021-05-11 00:00:00,Virustop,Online Store,415.0,Merck,USA,North America,Store09
2021-05-18 00:00:00,Virustop,Online Store,424.0,Merck,Germany,EMEA,Store03
2021-05-25 00:00:00,Virustop,Online Store,294.0,Merck,South Korea,APAC,Store03
2021-06-01 00:00:00,Virustop,Online Store,594.0,Merck,USA,North America,Store08
2021-06-08 00:00:00,Virustop,Online Store,674.0,Merck,USA,North America,Store06
2021-06-15 00:00:00,Virustop,Online Store,423.0,Merck,Egypt,EMEA,Store08
2021-06-22 00:00:00,Virustop,Online Store,410.0,Merck,Canada,North America,Store08
2021-06-29 00:00:00,Virustop,Online Store,350.0,Merck,Australia,APAC,Store11
2021-07-06 00:00:00,Virustop,Online Store,0.0,Merck,Egypt,EMEA,Store06
2021-07-13 00:00:00,Virustop,Online Store,501.0,Merck,South Korea,APAC,Store08
2021-07-20 00:00:00,Virustop,Online Store,402.0,Merck,Australia,APAC,Store09
2021-07-27 00:00:00,Virustop,Online Store,541.0,Merck,Australia,APAC,Store11
2021-08-03 00:00:00,Virustop,Online Store,635.0,Merck,Egypt,EMEA,Store06
2021-08-10 00:00:00,Virustop,Online Store,122.0,Merck,Egypt,EMEA,Store11
2021-08-17 00:00:00,Virustop,Online Store,332.0,Merck,Canada,North America,Store02
2021-08-24 00:00:00,Virustop,Online Store,0.0,Merck,Egypt,EMEA,Store04
2021-08-31 00:00:00,Virustop,Online Store,580.0,Merck,South Korea,APAC,Store10
2021-09-07 00:00:00,Virustop,Online Store,415.0,Merck,Germany,EMEA,Store11
2021-09-14 00:00:00,Virustop,Online Store,580.0,Merck,Germany,EMEA,Store04
2021-09-21 00:00:00,Virustop,Online Store,247.0,Merck,Egypt,EMEA,Store05
2021-09-28 00:00:00,Virustop,Online Store,301.0,Merck,Canada,North America,Store12
2021-10-05 00:00:00,Virustop,Online Store,200.0,Merck,Canada,North America,Store07
2021-10-12 00:00:00,Virustop,Online Store,0.0,Merck,USA,North America,Store11
2021-10-19 00:00:00,Virustop,Online Store,531.0,Merck,Germany,EMEA,Store09
2021-10-26 00:00:00,Virustop,Online Store,528.0,Merck,Australia,APAC,Store09
2021-11-02 00:00:00,Virustop,Online Store,966.0,Merck,Egypt,EMEA,Store02
2021-11-09 00:00:00,Virustop,Online Store,267.0,Merck,South Korea,APAC,Store08
2021-11-16 00:00:00,Virustop,Online Store,147.0,Merck,Egypt,EMEA,Store01
2021-11-23 00:00:00,Virustop,Online Store,704.0,Merck,Egypt,EMEA,Store04
2021-11-30 00:00:00,Virustop,Online Store,181.0,Merck,Egypt,EMEA,Store05
2021-12-07 00:00:00,Virustop,Online Store,524.0,Merck,Australia,APAC,Store04
2021-12-14 00:00:00,Virustop,Online Store,629.0,Merck,Germany,EMEA,Store05
2021-12-21 00:00:00,Virustop,Online Store,563.0,Merck,South Korea,APAC,Store05
2021-12-28 00:00:00,Virustop,Online Store,504.0,Merck,South Korea,APAC,Store08
2022-01-04 00:00:00,Virustop,Online Store,330.0,Merck,Egypt,EMEA,Store04
2022-01-11 00:00:00,Virustop,Online Store,314.0,Merck,Canada,North America,Store12
2022-01-18 00:00:00,Virustop,Online Store,0.0,Merck,Egypt,EMEA,Store03
2022-01-25 00:00:00,Virustop,Online Store,347.0,Merck,USA,North America,Store06
2022-02-01 00:00:00,Virustop,Online Store,1043.0,Merck,Egypt,EMEA,Store02
2022-02-08 00:00:00,Virustop,Online Store,629.0,Merck,South Korea,APAC,Store05
2022-02-15 00:00:00,Virustop,Online Store,466.0,Merck,South Korea,APAC,Store07
2022-02-22 00:00:00,Virustop,Online Store,469.0,Merck,South Korea,APAC,Store07
2022-03-01 00:00:00,Virustop,Online Store,635.0,Merck,Canada,North America,Store05
2022-03-08 00:00:00,Virustop,Online Store,291.0,Merck,USA,North America,Store07
2022-03-15 00:00:00,Virustop,Online Store,276.0,Merck,Australia,APAC,Store12
2022-03-22 00:00:00,Virustop,Online Store,450.0,Merck,Egypt,EMEA,Store02
2022-03-29 00:00:00,Virustop,Online Store,1459.0,Merck,USA,North America,Store09
2022-04-05 00:00:00,Virustop,Online Store,990.0,Merck,South Korea,APAC,Store05
2022-04-12 00:00:00,Virustop,Online Store,248.0,Merck,Canada,North America,Store12
2022-04-19 00:00:00,Virustop,Online Store,305.0,Merck,USA,North America,Store12
2022-04-26 00:00:00,Virustop,Online Store,524.0,Merck,Australia,APAC,Store12
2022-05-03 00:00:00,Virustop,Online Store,276.0,Merck,South Korea,APAC,Store09
2022-05-10 00:00:00,Virustop,Online Store,442.0,Merck,Australia,APAC,Store04
2022-05-17 00:00:00,Virustop,Online Store,443.0,Merck,Australia,APAC,Store05
2022-05-24 00:00:00,Virustop,Online Store,348.0,Merck,Germany,EMEA,Store03
2022-05-31 00:00:00,Virustop,Online Store,665.0,Merck,South Korea,APAC,Store07
2022-06-07 00:00:00,Virustop,Online Store,635.0,Merck,Germany,EMEA,Store04
2022-06-14 00:00:00,Virustop,Online Store,423.0,Merck,Germany,EMEA,Store12
2022-06-21 00:00:00,Virustop,Online Store,680.0,Merck,Egypt,EMEA,Store05
2022-06-28 00:00:00,Virustop,Online Store,293.0,Merck,Canada,North America,Store04
2022-07-05 00:00:00,Virustop,Online Store,133.0,Merck,Germany,EMEA,Store05
2022-07-12 00:00:00,Virustop,Online Store,838.0,Merck,USA,North America,Store11
2022-07-19 00:00:00,Virustop,Online Store,718.0,Merck,USA,North America,Store05
2022-07-26 00:00:00,Virustop,Online Store,595.0,Merck,Egypt,EMEA,Store02
2022-08-02 00:00:00,Virustop,Online Store,254.0,Merck,South Korea,APAC,Store02
2022-08-09 00:00:00,Virustop,Online Store,457.0,Merck,Germany,EMEA,Store10
2022-08-16 00:00:00,Virustop,Online Store,429.0,Merck,South Korea,APAC,Store02
2022-08-23 00:00:00,Virustop,Online Store,292.0,Merck,Germany,EMEA,Store03
2022-08-30 00:00:00,Virustop,Online Store,490.0,Merck,South Korea,APAC,Store03
2022-09-06 00:00:00,Virustop,Online Store,262.0,Merck,Egypt,EMEA,Store05
2022-09-13 00:00:00,Virustop,Online Store,166.0,Merck,South Korea,APAC,Store02
2022-09-20 00:00:00,Virustop,Online Store,101.0,Merck,USA,North America,Store07
2022-09-27 00:00:00,Virustop,Online Store,413.0,Merck,South Korea,APAC,Store11
2022-10-04 00:00:00,Virustop,Online Store,311.0,Merck,Germany,EMEA,Store01
2022-10-11 00:00:00,Virustop,Online Store,523.0,Merck,South Korea,APAC,Store12
2022-10-18 00:00:00,Virustop,Online Store,495.0,Merck,Canada,North America,Store04
2022-10-25 00:00:00,Virustop,Online Store,466.0,Merck,Australia,APAC,Store11
2022-11-01 00:00:00,Virustop,Online Store,676.0,Merck,South Korea,APAC,Store07
2022-11-08 00:00:00,Virustop,Online Store,0.0,Merck,Canada,North America,Store05
2022-11-15 00:00:00,Virustop,Online Store,0.0,Merck,Germany,EMEA,Store06
2022-11-22 00:00:00,Virustop,Online Store,735.0,Merck,Egypt,EMEA,Store02
2022-11-29 00:00:00,Virustop,Online Store,342.0,Merck,South Korea,APAC,Store07
2022-12-06 00:00:00,Virustop,Online Store,838.0,Merck,USA,North America,Store01
2022-12-13 00:00:00,Virustop,Online Store,204.0,Merck,South Korea,APAC,Store02
2022-12-20 00:00:00,Virustop,Online Store,0.0,Merck,South Korea,APAC,Store10
2022-12-27 00:00:00,Virustop,Online Store,346.0,Merck,Canada,North America,Store09
2023-01-03 00:00:00,Virustop,Online Store,279.0,Merck,Egypt,EMEA,Store08
2023-01-10 00:00:00,Virustop,Online Store,258.0,Merck,Australia,APAC,Store07
2023-01-17 00:00:00,Virustop,Online Store,0.0,Merck,Germany,EMEA,Store07
2023-01-24 00:00:00,Virustop,Online Store,378.0,Merck,Australia,APAC,Store09
2023-01-31 00:00:00,Virustop,Online Store,511.0,Merck,South Korea,APAC,Store02
2023-02-07 00:00:00,Virustop,Online Store,286.0,Merck,USA,North America,Store02
2023-02-14 00:00:00,Virustop,Online Store,107.0,Merck,Egypt,EMEA,Store09
2023-02-21 00:00:00,Virustop,Online Store,662.0,Merck,Germany,EMEA,Store04
2023-02-28 00:00:00,Virustop,Online Store,242.0,Merck,USA,North America,Store10
2023-03-07 00:00:00,Virustop,Online Store,168.0,Merck,Australia,APAC,Store11
2023-03-14 00:00:00,Virustop,Online Store,287.0,Merck,USA,North America,Store10
2023-03-21 00:00:00,Virustop,Online Store,261.0,Merck,Germany,EMEA,Store02
2023-03-28 00:00:00,Virustop,Online Store,484.0,Merck,USA,North America,Store11
2023-04-04 00:00:00,Virustop,Online Store,1040.0,Merck,USA,North America,Store10
2023-04-11 00:00:00,Virustop,Online Store,0.0,Merck,USA,North America,Store07
2023-04-18 00:00:00,Virustop,Online Store,435.0,Merck,Egypt,EMEA,Store08
2023-04-25 00:00:00,Virustop,Online Store,0.0,Merck,South Korea,APAC,Store01
2023-05-02 00:00:00,Virustop,Online Store,484.0,Merck,South Korea,APAC,Store11
2023-05-09 00:00:00,Virustop,Online Store,632.0,Merck,South Korea,APAC,Store07
2023-05-16 00:00:00,Virustop,Online Store,323.0,Merck,USA,North America,Store08
2023-05-23 00:00:00,Virustop,Online Store,314.0,Merck,Australia,APAC,Store01
2023-05-30 00:00:00,Virustop,Online Store,524.0,Merck,Egypt,EMEA,Store01
2023-06-06 00:00:00,Virustop,Online Store,961.0,Merck,South Korea,APAC,Store03
2023-06-13 00:00:00,Virustop,Online Store,651.0,Merck,South Korea,APAC,Store11
2023-06-20 00:00:00,Virustop,Online Store,590.0,Merck,USA,North America,Store12
2023-06-27 00:00:00,Virustop,Online Store,282.0,Merck,Canada,North America,Store02
2023-07-04 00:00:00,Virustop,Online Store,901.0,Merck,South Korea,APAC,Store07
2023-07-11 00:00:00,Virustop,Online Store,0.0,Merck,South Korea,APAC,Store07
2023-07-18 00:00:00,Virustop,Online Store,0.0,Merck,South Korea,APAC,Store02
2023-07-25 00:00:00,Virustop,Online Store,405.0,Merck,Canada,North America,Store06
2023-08-01 00:00:00,Virustop,Online Store,477.0,Merck,Germany,EMEA,Store05
2023-08-08 00:00:00,Virustop,Online Store,317.0,Merck,Canada,North America,Store08
2023-08-15 00:00:00,Virustop,Online Store,355.0,Merck,Australia,APAC,Store03
2023-08-22 00:00:00,Virustop,Online Store,171.0,Merck,Germany,EMEA,Store08
2023-08-29 00:00:00,Virustop,Online Store,351.0,Merck,South Korea,APAC,Store08
2023-09-05 00:00:00,Virustop,Online Store,980.0,Merck,Egypt,EMEA,Store12
2023-09-12 00:00:00,Virustop,Online Store,614.0,Merck,USA,North America,Store03
2023-09-19 00:00:00,Virustop,Online Store,189.0,Merck,Germany,EMEA,Store12
2023-09-26 00:00:00,Virustop,Online Store,323.0,Merck,Australia,APAC,Store11
2023-10-03 00:00:00,Virustop,Online Store,244.0,Merck,Germany,EMEA,Store07
2023-10-10 00:00:00,Virustop,Online Store,100.0,Merck,Australia,APAC,Store02
2023-10-17 00:00:00,Virustop,Online Store,0.0,Merck,South Korea,APAC,Store08
2023-10-24 00:00:00,Virustop,Online Store,304.0,Merck,Australia,APAC,Store01
2021-02-02 00:00:00,Diabecheck,Online Store,0.0,Merck,Canada,North America,Store08
2021-02-09 00:00:00,Diabecheck,Online Store,58.0,Merck,Australia,APAC,Store07
2021-02-16 00:00:00,Diabecheck,Online Store,164.0,Merck,USA,North America,Store08
2021-02-23 00:00:00,Diabecheck,Online Store,0.0,Merck,Egypt,EMEA,Store01
2021-03-02 00:00:00,Diabecheck,Online Store,95.0,Merck,Egypt,EMEA,Store09
2021-03-09 00:00:00,Diabecheck,Online Store,364.0,Merck,Egypt,EMEA,Store01
2021-03-16 00:00:00,Diabecheck,Online Store,312.0,Merck,Egypt,EMEA,Store03
2021-03-23 00:00:00,Diabecheck,Online Store,332.0,Merck,South Korea,APAC,Store06
2021-03-30 00:00:00,Diabecheck,Online Store,193.0,Merck,Germany,EMEA,Store12
2021-04-06 00:00:00,Diabecheck,Online Store,0.0,Merck,Egypt,EMEA,Store12
2021-04-13 00:00:00,Diabecheck,Online Store,111.0,Merck,Australia,APAC,Store05
2021-04-20 00:00:00,Diabecheck,Online Store,346.0,Merck,Egypt,EMEA,Store12
2021-04-27 00:00:00,Diabecheck,Online Store,0.0,Merck,USA,North America,Store08
2021-05-04 00:00:00,Diabecheck,Online Store,83.0,Merck,Germany,EMEA,Store05
2021-05-11 00:00:00,Diabecheck,Online Store,411.0,Merck,Egypt,EMEA,Store10
2021-05-18 00:00:00,Diabecheck,Online Store,256.0,Merck,Canada,North America,Store01
2021-05-25 00:00:00,Diabecheck,Online Store,66.0,Merck,Germany,EMEA,Store12
2021-06-01 00:00:00,Diabecheck,Online Store,242.0,Merck,Canada,North America,Store08
2021-06-08 00:00:00,Diabecheck,Online Store,64.0,Merck,Canada,North America,Store01
2021-06-15 00:00:00,Diabecheck,Online Store,171.0,Merck,Egypt,EMEA,Store12
2021-06-22 00:00:00,Diabecheck,Online Store,181.0,Merck,Australia,APAC,Store10
2021-06-29 00:00:00,Diabecheck,Online Store,112.0,Merck,Egypt,EMEA,Store06
2021-07-06 00:00:00,Diabecheck,Online Store,92.0,Merck,Canada,North America,Store03
2021-07-13 00:00:00,Diabecheck,Online Store,438.0,Merck,Canada,North America,Store12
2021-07-20 00:00:00,Diabecheck,Online Store,117.0,Merck,Canada,North America,Store11
