Title_left,Description_left,Units sold_left,Price (USD)_left,Channel_left,Supplier_left,ID_right,Name_right,Units sold_right,Price (EUR)_right,Channel_right,Supplier_right,Matched,Indicator,Match Score
PulseGuard,Cardiac Health Monitor,150.0,199.99,Online Store,Pfizer,,,,,,,False,Left,0.0
PulseGuard,Cardiac Health Monitor,120.0,199.99,Chain Store,Merck,,,,,,,False,Left,0.0
PulseGuard,Cardiac Health Monitor,100.0,199.99,Retail Store,Bayer,,,,,,,False,Left,0.0
PulseGuard,Cardiac Health Monitor,80.0,219.99,Online Store,Bayer,,,,,,,False,Left,0.0
PulseGuard,Cardiac Health Monitor,60.0,239.99,Chain Store,Pfizer,,,,,,,False,Left,0.0
PulseGuard,Cardiac Health Monitor,40.0,259.99,Retail Store,Merck,87654.0,Ensure optimal cardiac well-being with continuous cardiac monitoring!,40.0,259.99,Retail Store,Merck,True,Match,0.4600000083446502
RespireAid,Respiratory Support Device,90.0,149.99,Retail Store,Merck,,,,,,,False,Left,0.0
RespireAid,Respiratory Support Device,100.0,149.99,Online Store,Pfizer,,,,,,,False,Left,0.0
RespireAid,Respiratory Support Device,80.0,169.99,Chain Store,Pfizer,,,,,,,False,Left,0.0
RespireAid,Respiratory Support Device,60.0,189.99,Online Store,Merck,,,,,,,False,Left,0.0
RespireAid,Respiratory Support Device,40.0,209.99,Chain Store,Merck,,,,,,,False,Left,0.0
NeuroSync,Neurological Enhancement Headset,80.0,129.99,Retail Store,Bayer,23456.0,A groundbreaking headset for heightened neurological capabilities and cognitive enhancement.,80.0,129.99,Retail Store,Bayer,True,Match,0.5
NeuroSync,Neurological Enhancement Headset,90.0,129.99,Online Store,Pfizer,23456.0,A groundbreaking headset for heightened neurological capabilities and cognitive enhancement.,90.0,129.99,Online Store,Pfizer,True,Match,0.5
NeuroSync,Neurological Enhancement Headset,100.0,129.99,Chain Store,Merck,23456.0,A groundbreaking headset for heightened neurological capabilities and cognitive enhancement.,100.0,129.99,Chain Store,Merck,True,Match,0.5
NeuroSync,Neurological Enhancement Headset,110.0,139.99,Retail Store,Pfizer,23456.0,A groundbreaking headset for heightened neurological capabilities and cognitive enhancement.,110.0,139.99,Retail Store,Pfizer,True,Match,0.5099999904632568
NeuroSync,Neurological Enhancement Headset,120.0,149.99,Online Store,Merck,23456.0,A groundbreaking headset for heightened neurological capabilities and cognitive enhancement.,120.0,149.99,Online Store,Merck,True,Match,0.5
NeuroSync,Neurological Enhancement Headset,130.0,159.99,Chain Store,Bayer,23456.0,A groundbreaking headset for heightened neurological capabilities and cognitive enhancement.,130.0,159.99,Chain Store,Bayer,True,Match,0.5099999904632568
BloodPressurePro,Smart Blood Pressure Monitor,200.0,89.99,Online Store,Pfizer,87654.0,Transform blood pressure monitoring with real-time insights into cardiovascular health.,200.0,89.99,Online Store,Pfizer,True,Match,0.4699999988079071
BloodPressurePro,Smart Blood Pressure Monitor,180.0,89.99,Retail Store,Merck,87654.0,Transform blood pressure monitoring with real-time insights into cardiovascular health.,180.0,89.99,Retail Store,Merck,True,Match,0.4699999988079071
BloodPressurePro,Smart Blood Pressure Monitor,160.0,89.99,Chain Store,Bayer,87654.0,Transform blood pressure monitoring with real-time insights into cardiovascular health.,160.0,89.99,Chain Store,Bayer,True,Match,0.4699999988079071
BloodPressurePro,Smart Blood Pressure Monitor,140.0,99.99,Online Store,Bayer,87654.0,Transform blood pressure monitoring with real-time insights into cardiovascular health.,140.0,99.99,Online Store,Bayer,True,Match,0.4600000083446502
BloodPressurePro,Smart Blood Pressure Monitor,120.0,109.99,Retail Store,Pfizer,87654.0,Transform blood pressure monitoring with real-time insights into cardiovascular health.,120.0,109.99,Retail Store,Pfizer,True,Match,0.4699999988079071
BloodPressurePro,Smart Blood Pressure Monitor,100.0,119.99,Chain Store,Merck,87654.0,Transform blood pressure monitoring with real-time insights into cardiovascular health.,100.0,119.99,Chain Store,Merck,True,Match,0.4699999988079071
GlucoseGuard,Continuous Glucose Monitoring System,120.0,169.99,Chain Store,Merck,21098.0,Revolutionize diabetes management with continuous glucose monitoring for proactive control.,120.0,169.99,Chain Store,Merck,True,Match,0.5299999713897705
GlucoseGuard,Continuous Glucose Monitoring System,110.0,169.99,Retail Store,Bayer,21098.0,Revolutionize diabetes management with continuous glucose monitoring for proactive control.,110.0,169.99,Retail Store,Bayer,True,Match,0.5400000214576721
GlucoseGuard,Continuous Glucose Monitoring System,100.0,169.99,Online Store,Pfizer,21098.0,Revolutionize diabetes management with continuous glucose monitoring for proactive control.,100.0,169.99,Online Store,Pfizer,True,Match,0.5299999713897705
GlucoseGuard,Continuous Glucose Monitoring System,90.0,179.99,Online Store,Bayer,21098.0,Revolutionize diabetes management with continuous glucose monitoring for proactive control.,90.0,179.99,Online Store,Bayer,True,Match,0.5299999713897705
GlucoseGuard,Continuous Glucose Monitoring System,80.0,189.99,Chain Store,Pfizer,21098.0,Revolutionize diabetes management with continuous glucose monitoring for proactive control.,80.0,189.99,Chain Store,Pfizer,True,Match,0.5299999713897705
GlucoseGuard,Continuous Glucose Monitoring System,70.0,199.99,Retail Store,Pfizer,21098.0,Revolutionize diabetes management with continuous glucose monitoring for proactive control.,70.0,199.99,Retail Store,Pfizer,True,Match,0.5299999713897705
VisionCarePro,Advanced Vision Correction Glasses,85.0,129.99,Online Store,Pfizer,54321.0,Advanced vision correction for a transformative visual experience.,85.0,129.99,Online Store,Pfizer,True,Match,0.5400000214576721
VisionCarePro,Advanced Vision Correction Glasses,75.0,129.99,Chain Store,Merck,54321.0,Advanced vision correction for a transformative visual experience.,75.0,129.99,Chain Store,Merck,True,Match,0.5400000214576721
VisionCarePro,Advanced Vision Correction Glasses,65.0,129.99,Retail Store,Bayer,54321.0,Advanced vision correction for a transformative visual experience.,65.0,129.99,Retail Store,Bayer,True,Match,0.5400000214576721
VisionCarePro,Advanced Vision Correction Glasses,55.0,139.99,Online Store,Bayer,54321.0,Advanced vision correction for a transformative visual experience.,55.0,139.99,Online Store,Bayer,True,Match,0.550000011920929
VisionCarePro,Advanced Vision Correction Glasses,45.0,149.99,Chain Store,Pfizer,54321.0,Advanced vision correction for a transformative visual experience.,45.0,149.99,Chain Store,Pfizer,True,Match,0.5400000214576721
VisionCarePro,Advanced Vision Correction Glasses,35.0,159.99,Online Store,Pfizer,54321.0,Advanced vision correction for a transformative visual experience.,35.0,159.99,Online Store,Pfizer,True,Match,0.550000011920929
OrthoFlex,Orthopedic Support Brace,90.0,69.99,Retail Store,Bayer,,,,,,,False,Left,0.0
OrthoFlex,Orthopedic Support Brace,80.0,69.99,Online Store,Pfizer,,,,,,,False,Left,0.0
OrthoFlex,Orthopedic Support Brace,70.0,69.99,Chain Store,Merck,,,,,,,False,Left,0.0
OrthoFlex,Orthopedic Support Brace,60.0,79.99,Online Store,Merck,,,,,,,False,Left,0.0
OrthoFlex,Orthopedic Support Brace,50.0,89.99,Chain Store,Bayer,,,,,,,False,Left,0.0
OrthoFlex,Orthopedic Support Brace,40.0,99.99,Retail Store,Pfizer,,,,,,,False,Left,0.0
CognitiveFocus,Brain-Boosting Cognitive Device,110.0,119.99,Retail Store,Merck,21098.0,Enhancing Cognitive Function with MentalFocusPlus - Your Brain's Ally,110.0,119.99,Retail Store,Merck,True,Match,0.4699999988079071
CognitiveFocus,Brain-Boosting Cognitive Device,120.0,119.99,Online Store,Pfizer,21098.0,Enhancing Cognitive Function with MentalFocusPlus - Your Brain's Ally,120.0,119.99,Online Store,Pfizer,True,Match,0.4699999988079071
CognitiveFocus,Brain-Boosting Cognitive Device,130.0,119.99,Chain Store,Bayer,,,,,,,False,Left,0.0
CognitiveFocus,Brain-Boosting Cognitive Device,140.0,129.99,Retail Store,Pfizer,,,,,,,False,Left,0.0
CognitiveFocus,Brain-Boosting Cognitive Device,150.0,139.99,Online Store,Merck,,,,,,,False,Left,0.0
CognitiveFocus,Brain-Boosting Cognitive Device,160.0,149.99,Chain Store,Bayer,,,,,,,False,Left,0.0
RehabTech,Rehabilitation Assistance Device,70.0,79.99,Online Store,Pfizer,54321.0,"Accelerate rehabilitation with personalized assistance, helping rediscover mobility and strength.",70.0,79.99,Online Store,Pfizer,True,Match,0.4699999988079071
RehabTech,Rehabilitation Assistance Device,80.0,79.99,Retail Store,Merck,54321.0,"Accelerate rehabilitation with personalized assistance, helping rediscover mobility and strength.",80.0,79.99,Retail Store,Merck,True,Match,0.4699999988079071
RehabTech,Rehabilitation Assistance Device,90.0,79.99,Chain Store,Bayer,54321.0,"Accelerate rehabilitation with personalized assistance, helping rediscover mobility and strength.",90.0,79.99,Chain Store,Bayer,True,Match,0.4600000083446502
RehabTech,Rehabilitation Assistance Device,100.0,89.99,Online Store,Bayer,54321.0,"Accelerate rehabilitation with personalized assistance, helping rediscover mobility and strength.",100.0,89.99,Online Store,Bayer,True,Match,0.4699999988079071
RehabTech,Rehabilitation Assistance Device,110.0,99.99,Chain Store,Merck,54321.0,"Accelerate rehabilitation with personalized assistance, helping rediscover mobility and strength.",110.0,99.99,Chain Store,Merck,True,Match,0.4699999988079071
RehabTech,Rehabilitation Assistance Device,120.0,109.99,Retail Store,Pfizer,54321.0,"Accelerate rehabilitation with personalized assistance, helping rediscover mobility and strength.",120.0,109.99,Retail Store,Pfizer,True,Match,0.4799999892711639
,,,,,,23456.0,Cutting-Edge Home Appliance Engineered for Optimal Respiratory Well-being,80.0,499.99,Chain Store,Bayer,False,Right,
,,,,,,23456.0,Cutting-Edge Home Appliance Engineered for Optimal Respiratory Well-being,50.0,799.99,Chain Store,Merck,False,Right,
,,,,,,87654.0,Ensure optimal cardiac well-being with continuous cardiac monitoring!,150.0,199.99,Online Store,Pfizer,False,Right,
,,,,,,87654.0,Ensure optimal cardiac well-being with continuous cardiac monitoring!,120.0,199.99,Chain Store,Merck,False,Right,
,,,,,,87654.0,Ensure optimal cardiac well-being with continuous cardiac monitoring!,100.0,199.99,Retail Store,Bayer,False,Right,
,,,,,,87654.0,Ensure optimal cardiac well-being with continuous cardiac monitoring!,80.0,219.99,Online Store,Bayer,False,Right,
,,,,,,87654.0,Ensure optimal cardiac well-being with continuous cardiac monitoring!,60.0,239.99,Chain Store,Pfizer,False,Right,
,,,,,,54321.0,Designed to enhance breathing and provide reliable support for respiratory health,90.0,149.99,Retail Store,Merck,False,Right,
,,,,,,54321.0,Designed to enhance breathing and provide reliable support for respiratory health,100.0,149.99,Online Store,Pfizer,False,Right,
,,,,,,54321.0,Designed to enhance breathing and provide reliable support for respiratory health,80.0,169.99,Chain Store,Pfizer,False,Right,
,,,,,,54321.0,Designed to enhance breathing and provide reliable support for respiratory health,60.0,189.99,Online Store,Merck,False,Right,
,,,,,,54321.0,Designed to enhance breathing and provide reliable support for respiratory health,40.0,209.99,Chain Store,Merck,False,Right,
,,,,,,87654.0,"Provides targeted orthopedic support for body alignment and stability, promoting comfort and mobility.",90.0,69.99,Retail Store,Bayer,False,Right,
,,,,,,87654.0,"Provides targeted orthopedic support for body alignment and stability, promoting comfort and mobility.",80.0,69.99,Online Store,Pfizer,False,Right,
,,,,,,87654.0,"Provides targeted orthopedic support for body alignment and stability, promoting comfort and mobility.",70.0,69.99,Chain Store,Merck,False,Right,
,,,,,,87654.0,"Provides targeted orthopedic support for body alignment and stability, promoting comfort and mobility.",60.0,79.99,Online Store,Merck,False,Right,
,,,,,,87654.0,"Provides targeted orthopedic support for body alignment and stability, promoting comfort and mobility.",50.0,89.99,Chain Store,Bayer,False,Right,
,,,,,,87654.0,"Provides targeted orthopedic support for body alignment and stability, promoting comfort and mobility.",40.0,99.99,Retail Store,Pfizer,False,Right,
,,,,,,21098.0,"Unleash cognitive potential with innovative technology for a sharper, more focused mind.",110.0,119.99,Retail Store,Merck,False,Right,
,,,,,,21098.0,"Unleash cognitive potential with innovative technology for a sharper, more focused mind.",120.0,119.99,Online Store,Pfizer,False,Right,
,,,,,,21098.0,"Unleash cognitive potential with innovative technology for a sharper, more focused mind.",130.0,119.99,Chain Store,Bayer,False,Right,
,,,,,,21098.0,"Unleash cognitive potential with innovative technology for a sharper, more focused mind.",140.0,129.99,Retail Store,Pfizer,False,Right,
,,,,,,21098.0,"Unleash cognitive potential with innovative technology for a sharper, more focused mind.",150.0,139.99,Online Store,Merck,False,Right,
,,,,,,21098.0,"Unleash cognitive potential with innovative technology for a sharper, more focused mind.",160.0,149.99,Chain Store,Bayer,False,Right,
