Date,SKU,Channel,Demand,Supplier,Country,Region,Store
2021-08-17 00:00:00,Osteofix,Retail Store,348.0,Pfizer,Egypt,EMEA,Store05
2021-08-17 00:00:00,Cancerend,Retail Store,814.0,Bayer,Egypt,EMEA,Store05
2021-08-17 00:00:00,Virustop,Online Store,332.0,Merck,South Korea,APAC,Store12
2021-08-17 00:00:00,Osteogrow,Online Store,254.0,Pfizer,Germany,EMEA,Store07
2021-08-17 00:00:00,Bronchosafe,Chain Store,291.0,Bayer,Canada,,Store02
2021-08-17 00:00:00,Virustop,Retail Store,494.0,Merck,Egypt,EMEA,Store11
2021-08-17 00:00:00,Immunomax,Chain Store,291.0,Pfizer,Australia,APAC,Store02
2021-08-17 00:00:00,Dermacil,Online Store,357.0,Merck,USA,,Store02
2021-08-17 00:00:00,Immunoboost,Online Store,332.0,Pfizer,USA,,Store02
2021-08-17 00:00:00,Diabetrol,Chain Store,398.0,Merck,Canada,,Store06
2021-08-17 00:00:00,Neurofix,Chain Store,204.0,Pfizer,USA,,Store04
2021-08-17 00:00:00,Virustop,Chain Store,285.0,Merck,South Korea,APAC,Store10
2021-08-17 00:00:00,Bronchosafe,Retail Store,494.0,Bayer,Germany,EMEA,Store05
2021-08-17 00:00:00,Dermaglow,Online Store,357.0,Merck,Egypt,EMEA,Store10
2021-08-17 00:00:00,Cardiox,Retail Store,227.0,Bayer,Canada,,Store11
2021-08-17 00:00:00,Dermacil,Retail Store,261.0,Merck,South Korea,APAC,Store04
2021-08-17 00:00:00,Cardioplus,Chain Store,131.0,Bayer,Egypt,EMEA,Store11
2021-08-17 00:00:00,Immunomax,Online Store,332.0,Pfizer,Canada,,Store05
2021-08-17 00:00:00,Cardiox,Chain Store,134.0,Bayer,South Korea,APAC,Store10
2021-08-17 00:00:00,Fungistop,Chain Store,76.0,Merck,South Korea,APAC,Store02
2021-08-17 00:00:00,Fungistop,Retail Store,334.0,Merck,USA,,Store11
2021-08-17 00:00:00,Osteogrow,Retail Store,342.0,Pfizer,Egypt,EMEA,Store11
2021-08-17 00:00:00,Diabecheck,Retail Store,465.0,Merck,Egypt,EMEA,Store04
2021-08-17 00:00:00,Cancerend,Online Store,424.0,Bayer,USA,,Store07
2021-08-17 00:00:00,Fungistop,Online Store,422.0,Merck,Canada,,Store12
2021-08-17 00:00:00,Diabecheck,Chain Store,398.0,Merck,South Korea,APAC,Store02
2021-08-17 00:00:00,Immunomax,Retail Store,494.0,Pfizer,South Korea,APAC,Store01
2021-08-17 00:00:00,Paingelix,Retail Store,227.0,Bayer,South Korea,APAC,Store02
2021-08-17 00:00:00,Osteogrow,Chain Store,428.0,Pfizer,Germany,EMEA,Store12
2021-08-17 00:00:00,Hepafix,Chain Store,460.0,Merck,USA,,Store11
2021-08-17 00:00:00,AntifungalY,Retail Store,340.0,Bayer,South Korea,APAC,Store11
2021-08-24 00:00:00,Dermaglow,Retail Store,258.0,Merck,Canada,,Store01
2021-08-24 00:00:00,Paingelix,Online Store,261.0,Bayer,Germany,EMEA,Store12
2021-08-24 00:00:00,Thyrocare,Chain Store,202.0,Pfizer,Australia,APAC,Store05
2021-08-24 00:00:00,Hepafix,Chain Store,495.0,Merck,Germany,EMEA,Store03
2021-08-24 00:00:00,AntifungalY,Retail Store,335.0,Bayer,Germany,EMEA,Store03
2021-08-24 00:00:00,Dermaglow,Online Store,341.0,Merck,Australia,APAC,Store07
2021-08-24 00:00:00,Dermacil,Online Store,341.0,Merck,South Korea,APAC,Store04
2021-08-24 00:00:00,Neurofix,Retail Store,786.0,Pfizer,Germany,EMEA,Store08
2021-08-24 00:00:00,Hepaheal,Retail Store,472.0,Pfizer,South Korea,APAC,Store10
2021-08-24 00:00:00,Diabetrol,Chain Store,374.0,Merck,Egypt,EMEA,Store07
2021-08-24 00:00:00,Osteofix,Retail Store,310.0,Pfizer,USA,,Store09
2021-08-24 00:00:00,Dermaglow,Chain Store,416.0,Merck,Canada,,Store07
2021-08-24 00:00:00,Bronchosafe,Retail Store,480.0,Bayer,Australia,APAC,Store01
2021-08-24 00:00:00,Dermacil,Retail Store,258.0,Merck,Canada,,Store05
2021-08-24 00:00:00,Diabecheck,Chain Store,374.0,Merck,South Korea,APAC,Store09
2021-08-24 00:00:00,Neurofix,Online Store,400.0,Pfizer,Egypt,EMEA,Store06
2021-08-24 00:00:00,Immunomax,Online Store,314.0,Pfizer,Canada,,Store03
2021-08-24 00:00:00,Virustop,Chain Store,265.0,Merck,Australia,APAC,Store11
2021-08-24 00:00:00,Bronchosafe,Chain Store,270.0,Bayer,USA,,Store07
2021-08-24 00:00:00,Diabecheck,Retail Store,436.0,Merck,Germany,EMEA,Store09
2021-08-24 00:00:00,Thyrocare,Online Store,408.0,Pfizer,South Korea,APAC,Store10
2021-08-24 00:00:00,Hepaheal,Chain Store,486.0,Pfizer,Egypt,EMEA,Store01
2021-08-24 00:00:00,Osteofix,Chain Store,384.0,Pfizer,USA,,Store08
2021-08-24 00:00:00,Cancerend,Retail Store,786.0,Bayer,Egypt,EMEA,Store03
2021-08-24 00:00:00,Diabetrol,Online Store,341.0,Merck,USA,,Store08
2021-08-24 00:00:00,Hepaheal,Online Store,320.0,Pfizer,Canada,,Store05
2021-08-24 00:00:00,Dermacil,Chain Store,407.0,Merck,Australia,APAC,Store09
2021-08-24 00:00:00,Cancerend,Chain Store,206.0,Bayer,Germany,EMEA,Store05
2021-08-24 00:00:00,Diabecheck,Online Store,347.0,Merck,South Korea,APAC,Store05
2021-08-24 00:00:00,Virustop,Retail Store,480.0,Merck,Germany,EMEA,Store02
2021-08-24 00:00:00,Osteogrow,Online Store,225.0,Pfizer,Germany,EMEA,Store02
2021-08-24 00:00:00,AntifungalY,Online Store,416.0,Bayer,Egypt,EMEA,Store11
2021-08-24 00:00:00,Cancerend,Online Store,408.0,Bayer,Germany,EMEA,Store09
2021-08-24 00:00:00,Osteogrow,Chain Store,376.0,Pfizer,Canada,,Store04
2021-08-24 00:00:00,Hepafix,Online Store,327.0,Merck,Germany,EMEA,Store03
2021-08-24 00:00:00,Fungistop,Online Store,416.0,Merck,Germany,EMEA,Store04
2021-08-24 00:00:00,Paingelix,Retail Store,224.0,Bayer,Canada,,Store05
2021-08-24 00:00:00,Fungistop,Retail Store,329.0,Merck,Egypt,EMEA,Store04
2021-08-24 00:00:00,Cardiox,Chain Store,130.0,Bayer,Canada,,Store03
2021-08-24 00:00:00,Immunomax,Retail Store,480.0,Pfizer,Egypt,EMEA,Store02
2021-08-24 00:00:00,Thyrocare,Retail Store,771.0,Pfizer,USA,,Store09
2021-08-24 00:00:00,Immunoboost,Chain Store,270.0,Pfizer,Australia,APAC,Store02
2021-08-24 00:00:00,Cardiox,Online Store,261.0,Bayer,USA,,Store03
2021-08-24 00:00:00,Diabetrol,Retail Store,436.0,Merck,South Korea,APAC,Store09
2021-08-24 00:00:00,Paingelix,Chain Store,128.0,Bayer,USA,,Store04
2021-08-24 00:00:00,Osteogrow,Retail Store,303.0,Pfizer,South Korea,APAC,Store10
2021-08-24 00:00:00,Immunomax,Chain Store,270.0,Pfizer,Australia,APAC,Store08
2021-08-24 00:00:00,Virustop,Online Store,314.0,Merck,Germany,EMEA,Store05
2021-08-24 00:00:00,Immunoboost,Online Store,314.0,Pfizer,USA,,Store05
2021-08-24 00:00:00,Cardioplus,Retail Store,219.0,Bayer,South Korea,APAC,Store09
2021-08-24 00:00:00,AntifungalY,Chain Store,75.0,Bayer,Germany,EMEA,Store09
2021-08-24 00:00:00,Hepafix,Retail Store,462.0,Merck,Australia,APAC,Store04
2021-08-24 00:00:00,Cardioplus,Online Store,256.0,Bayer,Australia,APAC,Store04
2021-08-24 00:00:00,Osteofix,Online Store,230.0,Pfizer,South Korea,APAC,Store10
2021-08-24 00:00:00,Immunoboost,Retail Store,471.0,Pfizer,Canada,,Store02
2021-08-24 00:00:00,Fungistop,Chain Store,75.0,Merck,South Korea,APAC,Store07
2021-08-24 00:00:00,Neurofix,Chain Store,202.0,Pfizer,Canada,,Store08
2021-08-24 00:00:00,Cardioplus,Chain Store,128.0,Bayer,Canada,,Store03
2021-08-24 00:00:00,Bronchosafe,Online Store,320.0,Bayer,Canada,,Store11
2021-08-24 00:00:00,Cardiox,Retail Store,224.0,Bayer,Canada,,Store01
2021-08-31 00:00:00,Fungistop,Chain Store,80.0,Merck,South Korea,APAC,Store05
2021-08-31 00:00:00,Bronchosafe,Retail Store,530.0,Bayer,Germany,EMEA,Store10
2021-08-31 00:00:00,Hepafix,Online Store,344.0,Merck,USA,,Store08
2021-08-31 00:00:00,Diabetrol,Retail Store,456.0,Merck,USA,,Store12
2021-08-31 00:00:00,Neurofix,Retail Store,811.0,Pfizer,Germany,EMEA,Store06
2021-08-31 00:00:00,Osteogrow,Online Store,236.0,Pfizer,Germany,EMEA,Store02
2021-08-31 00:00:00,Osteogrow,Chain Store,394.0,Pfizer,Germany,EMEA,Store02
2021-08-31 00:00:00,Hepaheal,Online Store,338.0,Pfizer,USA,,Store01
2021-08-31 00:00:00,Immunoboost,Chain Store,302.0,Pfizer,Canada,,Store04
2021-08-31 00:00:00,Neurofix,Chain Store,210.0,Pfizer,Egypt,EMEA,Store08
2021-08-31 00:00:00,Hepaheal,Chain Store,514.0,Pfizer,South Korea,APAC,Store12
2021-08-31 00:00:00,Virustop,Chain Store,297.0,Merck,Egypt,EMEA,Store04
2021-08-31 00:00:00,Hepaheal,Retail Store,495.0,Pfizer,South Korea,APAC,Store04
2021-08-31 00:00:00,Virustop,Online Store,365.0,Merck,South Korea,APAC,Store02
2021-08-31 00:00:00,Diabecheck,Online Store,364.0,Merck,Germany,EMEA,Store08
2021-08-31 00:00:00,Immunoboost,Retail Store,520.0,Pfizer,South Korea,APAC,Store11
2021-08-31 00:00:00,Dermacil,Retail Store,260.0,Merck,Canada,,Store03
2021-08-31 00:00:00,Dermacil,Online Store,351.0,Merck,USA,,Store12
2021-08-31 00:00:00,Cardiox,Online Store,267.0,Bayer,South Korea,APAC,Store03
2021-08-31 00:00:00,Osteofix,Chain Store,401.0,Pfizer,Australia,APAC,Store08
2021-08-31 00:00:00,Thyrocare,Retail Store,795.0,Pfizer,Egypt,EMEA,Store05
2021-08-31 00:00:00,Cancerend,Chain Store,214.0,Bayer,Egypt,EMEA,Store02
2021-08-31 00:00:00,Diabetrol,Online Store,356.0,Merck,Egypt,EMEA,Store09
2021-08-31 00:00:00,AntifungalY,Online Store,427.0,Bayer,South Korea,APAC,Store10
2021-08-31 00:00:00,Cancerend,Online Store,418.0,Bayer,Germany,EMEA,Store10
2021-08-31 00:00:00,Cancerend,Retail Store,811.0,Bayer,South Korea,APAC,Store09
2021-08-31 00:00:00,Paingelix,Retail Store,224.0,Bayer,Australia,APAC,Store02
2021-08-31 00:00:00,Cardiox,Chain Store,132.0,Bayer,Germany,EMEA,Store08
2021-08-31 00:00:00,Cardioplus,Retail Store,220.0,Bayer,Canada,,Store07
2021-08-31 00:00:00,Cardiox,Retail Store,224.0,Bayer,South Korea,APAC,Store08
2021-08-31 00:00:00,Fungistop,Online Store,427.0,Merck,Australia,APAC,Store12
2021-08-31 00:00:00,Cardioplus,Chain Store,129.0,Bayer,USA,,Store02
2021-08-31 00:00:00,Immunoboost,Online Store,365.0,Pfizer,Canada,,Store02
2021-08-31 00:00:00,Osteogrow,Retail Store,318.0,Pfizer,Australia,APAC,Store02
2021-08-31 00:00:00,Fungistop,Retail Store,339.0,Merck,Canada,,Store07
2021-08-31 00:00:00,Immunomax,Chain Store,302.0,Pfizer,Egypt,EMEA,Store12
2021-08-31 00:00:00,AntifungalY,Chain Store,80.0,Bayer,Australia,APAC,Store10
2021-08-31 00:00:00,Thyrocare,Online Store,418.0,Pfizer,Canada,,Store09
2021-08-31 00:00:00,Dermacil,Chain Store,404.0,Merck,Germany,EMEA,Store11
2021-08-31 00:00:00,Diabecheck,Chain Store,391.0,Merck,Egypt,EMEA,Store05
2021-08-31 00:00:00,Immunomax,Retail Store,530.0,Pfizer,Australia,APAC,Store09
2021-08-31 00:00:00,Osteofix,Online Store,240.0,Pfizer,Australia,APAC,Store07
2021-08-31 00:00:00,Dermaglow,Online Store,351.0,Merck,USA,,Store01
2021-08-31 00:00:00,Diabecheck,Retail Store,456.0,Merck,Germany,EMEA,Store11
2021-08-31 00:00:00,Osteofix,Retail Store,324.0,Pfizer,Australia,APAC,Store05
2021-08-31 00:00:00,Immunomax,Online Store,365.0,Pfizer,USA,,Store08
2021-08-31 00:00:00,Paingelix,Online Store,267.0,Bayer,Australia,APAC,Store01
2021-08-31 00:00:00,Virustop,Retail Store,530.0,Merck,South Korea,APAC,Store09
2021-08-31 00:00:00,Neurofix,Online Store,410.0,Pfizer,USA,,Store12
2021-08-31 00:00:00,Dermaglow,Retail Store,260.0,Merck,Australia,APAC,Store03
2021-08-31 00:00:00,Bronchosafe,Online Store,372.0,Bayer,South Korea,APAC,Store05
2021-08-31 00:00:00,Thyrocare,Chain Store,210.0,Pfizer,Canada,,Store03
2021-08-31 00:00:00,Bronchosafe,Chain Store,302.0,Bayer,Australia,APAC,Store10
2021-08-31 00:00:00,Paingelix,Chain Store,129.0,Bayer,Germany,EMEA,Store11
2021-08-31 00:00:00,Hepafix,Chain Store,524.0,Merck,Canada,,Store06
2021-08-31 00:00:00,AntifungalY,Retail Store,345.0,Bayer,South Korea,APAC,Store03
2021-08-31 00:00:00,Hepafix,Retail Store,486.0,Merck,Egypt,EMEA,Store08
2021-08-31 00:00:00,Cardioplus,Online Store,261.0,Bayer,South Korea,APAC,Store12
2021-08-31 00:00:00,Diabetrol,Chain Store,391.0,Merck,Australia,APAC,Store04
2021-08-31 00:00:00,Dermaglow,Chain Store,413.0,Merck,Canada,,Store06
2021-09-07 00:00:00,Cardioplus,Retail Store,222.0,Bayer,USA,,Store06
2021-09-07 00:00:00,Osteogrow,Chain Store,387.0,Pfizer,Australia,APAC,Store03
2021-09-07 00:00:00,Bronchosafe,Retail Store,495.0,Bayer,Egypt,EMEA,Store01
2021-09-07 00:00:00,AntifungalY,Chain Store,81.0,Bayer,Australia,APAC,Store10
2021-09-07 00:00:00,Hepafix,Online Store,316.0,Merck,Germany,EMEA,Store09
2021-09-07 00:00:00,Dermaglow,Chain Store,397.0,Merck,Egypt,EMEA,Store03
2021-09-07 00:00:00,Diabecheck,Online Store,351.0,Merck,South Korea,APAC,Store06
2021-09-07 00:00:00,Virustop,Online Store,331.0,Merck,South Korea,APAC,Store03
2021-09-07 00:00:00,AntifungalY,Online Store,452.0,Bayer,South Korea,APAC,Store10
2021-09-07 00:00:00,Dermaglow,Retail Store,249.0,Merck,Australia,APAC,Store07
2021-09-07 00:00:00,Thyrocare,Retail Store,816.0,Pfizer,USA,,Store09
2021-09-07 00:00:00,Hepafix,Retail Store,459.0,Merck,Australia,APAC,Store05
2021-09-07 00:00:00,Immunomax,Retail Store,495.0,Pfizer,USA,,Store09
2021-09-07 00:00:00,AntifungalY,Retail Store,365.0,Bayer,South Korea,APAC,Store11
2021-09-07 00:00:00,Diabecheck,Chain Store,379.0,Merck,USA,,Store11
2021-09-07 00:00:00,Paingelix,Online Store,274.0,Bayer,Germany,EMEA,Store09
2021-09-07 00:00:00,Diabetrol,Chain Store,379.0,Merck,Germany,EMEA,Store04
2021-09-07 00:00:00,Dermacil,Retail Store,249.0,Merck,USA,,Store10
2021-09-07 00:00:00,Immunomax,Chain Store,285.0,Pfizer,Germany,EMEA,Store11
2021-09-07 00:00:00,Immunomax,Online Store,331.0,Pfizer,South Korea,APAC,Store03
2021-09-07 00:00:00,Cardiox,Chain Store,134.0,Bayer,USA,,Store08
2021-09-07 00:00:00,Bronchosafe,Chain Store,285.0,Bayer,Egypt,EMEA,Store03
2021-09-07 00:00:00,Neurofix,Online Store,410.0,Pfizer,Egypt,EMEA,Store11
2021-09-07 00:00:00,Diabecheck,Retail Store,441.0,Merck,Germany,EMEA,Store01
2021-09-07 00:00:00,Paingelix,Retail Store,227.0,Bayer,Canada,,Store11
2021-09-07 00:00:00,Osteofix,Retail Store,323.0,Pfizer,Germany,EMEA,Store02
2021-09-07 00:00:00,Dermacil,Online Store,333.0,Merck,USA,,Store06
2021-09-07 00:00:00,Dermaglow,Online Store,333.0,Merck,Australia,APAC,Store10
2021-09-07 00:00:00,Thyrocare,Chain Store,253.0,Pfizer,South Korea,APAC,Store03
2021-09-07 00:00:00,Cancerend,Retail Store,833.0,Bayer,USA,,Store07
2021-09-07 00:00:00,Cancerend,Online Store,418.0,Bayer,South Korea,APAC,Store10
2021-09-07 00:00:00,Paingelix,Chain Store,131.0,Bayer,Canada,,Store05
2021-09-07 00:00:00,Diabetrol,Online Store,345.0,Merck,Germany,EMEA,Store01
2021-09-07 00:00:00,Cardioplus,Online Store,269.0,Bayer,USA,,Store01
2021-09-07 00:00:00,Bronchosafe,Online Store,337.0,Bayer,Canada,,Store07
2021-09-07 00:00:00,Cardioplus,Chain Store,131.0,Bayer,Canada,,Store02
2021-09-07 00:00:00,Cardiox,Online Store,274.0,Bayer,South Korea,APAC,Store08
2021-09-07 00:00:00,Osteofix,Online Store,239.0,Pfizer,South Korea,APAC,Store02
2021-09-07 00:00:00,Virustop,Retail Store,495.0,Merck,Egypt,EMEA,Store06
2021-09-07 00:00:00,Hepafix,Chain Store,476.0,Merck,Germany,EMEA,Store07
2021-09-07 00:00:00,Cardiox,Retail Store,227.0,Bayer,South Korea,APAC,Store09
2021-09-07 00:00:00,Osteofix,Chain Store,395.0,Pfizer,Australia,APAC,Store11
2021-09-07 00:00:00,Hepaheal,Retail Store,469.0,Pfizer,Germany,EMEA,Store04
2021-09-07 00:00:00,Fungistop,Chain Store,81.0,Merck,South Korea,APAC,Store08
2021-09-07 00:00:00,Neurofix,Chain Store,253.0,Pfizer,South Korea,APAC,Store11
2021-09-07 00:00:00,Dermacil,Chain Store,390.0,Merck,Germany,EMEA,Store08
2021-09-07 00:00:00,Thyrocare,Online Store,418.0,Pfizer,South Korea,APAC,Store02
2021-09-07 00:00:00,Osteogrow,Online Store,234.0,Pfizer,Egypt,EMEA,Store08
2021-09-07 00:00:00,Hepaheal,Online Store,309.0,Pfizer,Germany,EMEA,Store06
2021-09-07 00:00:00,Immunoboost,Chain Store,285.0,Pfizer,Australia,APAC,Store04
2021-09-07 00:00:00,Fungistop,Online Store,452.0,Merck,Australia,APAC,Store05
2021-09-07 00:00:00,Virustop,Chain Store,280.0,Merck,USA,,Store12
2021-09-07 00:00:00,Immunoboost,Retail Store,485.0,Pfizer,Germany,EMEA,Store05
2021-09-07 00:00:00,Immunoboost,Online Store,331.0,Pfizer,Egypt,EMEA,Store06
2021-09-07 00:00:00,Diabetrol,Retail Store,441.0,Merck,Canada,,Store06
2021-09-07 00:00:00,Fungistop,Retail Store,357.0,Merck,USA,,Store12
2021-09-07 00:00:00,Hepaheal,Chain Store,466.0,Pfizer,USA,,Store04
2021-09-07 00:00:00,Osteogrow,Retail Store,317.0,Pfizer,Egypt,EMEA,Store07
2021-09-07 00:00:00,Neurofix,Retail Store,833.0,Pfizer,Egypt,EMEA,Store03
2021-09-07 00:00:00,Cancerend,Chain Store,258.0,Bayer,USA,,Store12
2021-09-14 00:00:00,Immunoboost,Online Store,455.0,Pfizer,USA,,Store11
2021-09-14 00:00:00,Cardiox,Retail Store,316.0,Bayer,Australia,APAC,Store06
2021-09-14 00:00:00,Cancerend,Online Store,593.0,Bayer,Canada,,Store08
2021-09-14 00:00:00,Thyrocare,Online Store,593.0,Pfizer,South Korea,APAC,Store10
2021-09-14 00:00:00,Osteofix,Online Store,348.0,Pfizer,Germany,EMEA,Store07
2021-09-14 00:00:00,Fungistop,Online Store,591.0,Merck,Germany,EMEA,Store10
2021-09-14 00:00:00,Immunomax,Retail Store,659.0,Pfizer,Canada,,Store06
2021-09-14 00:00:00,Paingelix,Retail Store,316.0,Bayer,Egypt,EMEA,Store07
2021-09-14 00:00:00,Dermaglow,Online Store,460.0,Merck,USA,,Store05
2021-09-14 00:00:00,Dermacil,Online Store,460.0,Merck,Australia,APAC,Store02
2021-09-14 00:00:00,Neurofix,Chain Store,312.0,Pfizer,Australia,APAC,Store06
2021-09-14 00:00:00,Hepaheal,Online Store,419.0,Pfizer,South Korea,APAC,Store08
2021-09-14 00:00:00,Diabecheck,Online Store,537.0,Merck,Germany,EMEA,Store01
2021-09-14 00:00:00,Osteogrow,Online Store,341.0,Pfizer,Egypt,EMEA,Store06
2021-09-14 00:00:00,Immunoboost,Retail Store,646.0,Pfizer,Germany,EMEA,Store06
2021-09-14 00:00:00,Virustop,Chain Store,388.0,Merck,USA,,Store07
2021-09-14 00:00:00,Hepaheal,Chain Store,634.0,Pfizer,Egypt,EMEA,Store02
2021-09-14 00:00:00,Bronchosafe,Retail Store,659.0,Bayer,USA,,Store12
2021-09-14 00:00:00,Neurofix,Retail Store,1155.0,Pfizer,USA,,Store01
2021-09-14 00:00:00,Cancerend,Chain Store,318.0,Bayer,USA,,Store12
2021-09-14 00:00:00,Hepafix,Online Store,427.0,Merck,USA,,Store07
2021-09-14 00:00:00,Osteofix,Chain Store,571.0,Pfizer,Australia,APAC,Store04
2021-09-14 00:00:00,Diabetrol,Chain Store,578.0,Merck,Australia,APAC,Store07
2021-09-14 00:00:00,Immunomax,Online Store,455.0,Pfizer,South Korea,APAC,Store12
2021-09-14 00:00:00,Diabecheck,Retail Store,674.0,Merck,South Korea,APAC,Store04
2021-09-14 00:00:00,Osteofix,Retail Store,472.0,Pfizer,South Korea,APAC,Store04
2021-09-14 00:00:00,Thyrocare,Chain Store,312.0,Pfizer,South Korea,APAC,Store04
2021-09-14 00:00:00,Hepafix,Retail Store,611.0,Merck,Canada,,Store01
2021-09-14 00:00:00,Paingelix,Chain Store,184.0,Bayer,USA,,Store03
2021-09-14 00:00:00,Cardioplus,Online Store,373.0,Bayer,South Korea,APAC,Store01
2021-09-14 00:00:00,AntifungalY,Retail Store,477.0,Bayer,Canada,,Store10
2021-09-14 00:00:00,Immunomax,Chain Store,396.0,Pfizer,Egypt,EMEA,Store03
2021-09-14 00:00:00,Dermaglow,Retail Store,349.0,Merck,Germany,EMEA,Store01
2021-09-14 00:00:00,Fungistop,Chain Store,108.0,Merck,South Korea,APAC,Store05
2021-09-14 00:00:00,Cardioplus,Retail Store,310.0,Bayer,Germany,EMEA,Store12
2021-09-14 00:00:00,Paingelix,Online Store,380.0,Bayer,Egypt,EMEA,Store01
2021-09-14 00:00:00,Virustop,Retail Store,659.0,Merck,Egypt,EMEA,Store06
2021-09-14 00:00:00,Fungistop,Retail Store,468.0,Merck,Germany,EMEA,Store04
2021-09-14 00:00:00,Osteogrow,Retail Store,463.0,Pfizer,South Korea,APAC,Store06
2021-09-14 00:00:00,Dermaglow,Chain Store,562.0,Merck,Germany,EMEA,Store11
2021-09-14 00:00:00,Bronchosafe,Chain Store,396.0,Bayer,South Korea,APAC,Store10
2021-09-14 00:00:00,Osteogrow,Chain Store,559.0,Pfizer,Australia,APAC,Store06
2021-09-14 00:00:00,Cardiox,Chain Store,188.0,Bayer,Canada,,Store04
2021-09-14 00:00:00,Hepafix,Chain Store,646.0,Merck,Germany,EMEA,Store01
2021-09-14 00:00:00,Dermacil,Retail Store,349.0,Merck,Egypt,EMEA,Store04
2021-09-14 00:00:00,Diabetrol,Retail Store,674.0,Merck,Egypt,EMEA,Store10
2021-09-14 00:00:00,Virustop,Online Store,455.0,Merck,Germany,EMEA,Store10
2021-09-14 00:00:00,Cardioplus,Chain Store,184.0,Bayer,Australia,APAC,Store06
2021-09-14 00:00:00,Diabecheck,Chain Store,578.0,Merck,Australia,APAC,Store05
2021-09-14 00:00:00,Cardiox,Online Store,380.0,Bayer,Australia,APAC,Store10
2021-09-14 00:00:00,Cancerend,Retail Store,1155.0,Bayer,Germany,EMEA,Store11
2021-09-14 00:00:00,Hepaheal,Retail Store,623.0,Pfizer,Germany,EMEA,Store07
2021-09-14 00:00:00,Diabetrol,Online Store,526.0,Merck,Egypt,EMEA,Store05
2021-09-14 00:00:00,Immunoboost,Chain Store,396.0,Pfizer,South Korea,APAC,Store05
2021-09-14 00:00:00,Neurofix,Online Store,581.0,Pfizer,Australia,APAC,Store10
2021-09-14 00:00:00,AntifungalY,Online Store,591.0,Bayer,Australia,APAC,Store05
2021-09-14 00:00:00,Bronchosafe,Online Store,464.0,Bayer,Germany,EMEA,Store01
2021-09-14 00:00:00,Thyrocare,Retail Store,1133.0,Pfizer,Egypt,EMEA,Store01
2021-09-14 00:00:00,Dermacil,Chain Store,550.0,Merck,Egypt,EMEA,Store06
2021-09-14 00:00:00,AntifungalY,Chain Store,108.0,Bayer,Germany,EMEA,Store02
2021-09-21 00:00:00,Osteofix,Online Store,221.0,Pfizer,South Korea,APAC,Store08
2021-09-21 00:00:00,Paingelix,Retail Store,199.0,Bayer,Australia,APAC,Store06
2021-09-21 00:00:00,Dermacil,Chain Store,358.0,Merck,Egypt,EMEA,Store09
2021-09-21 00:00:00,Neurofix,Online Store,370.0,Pfizer,Australia,APAC,Store10
2021-09-21 00:00:00,Diabecheck,Chain Store,369.0,Merck,Germany,EMEA,Store11
2021-09-21 00:00:00,Virustop,Chain Store,253.0,Merck,Australia,APAC,Store11
2021-09-21 00:00:00,Virustop,Online Store,294.0,Merck,Canada,,Store02
2021-09-21 00:00:00,Cardioplus,Chain Store,116.0,Bayer,South Korea,APAC,Store09
2021-09-21 00:00:00,Bronchosafe,Retail Store,428.0,Bayer,Egypt,EMEA,Store01
2021-09-21 00:00:00,Osteofix,Chain Store,369.0,Pfizer,Germany,EMEA,Store06
2021-09-21 00:00:00,Thyrocare,Online Store,377.0,Pfizer,South Korea,APAC,Store12
2021-09-21 00:00:00,AntifungalY,Chain Store,70.0,Bayer,Egypt,EMEA,Store04
2021-09-21 00:00:00,Hepafix,Online Store,276.0,Merck,Australia,APAC,Store03
2021-09-21 00:00:00,Diabetrol,Retail Store,430.0,Merck,Canada,,Store01
2021-09-21 00:00:00,Diabecheck,Online Store,342.0,Merck,Germany,EMEA,Store04
2021-09-21 00:00:00,Osteofix,Retail Store,299.0,Pfizer,South Korea,APAC,Store01
2021-09-21 00:00:00,AntifungalY,Online Store,368.0,Bayer,Egypt,EMEA,Store08
2021-09-21 00:00:00,Cancerend,Online Store,377.0,Bayer,Canada,,Store11
2021-09-21 00:00:00,Osteogrow,Online Store,217.0,Pfizer,Canada,,Store02
2021-09-21 00:00:00,Cancerend,Chain Store,205.0,Bayer,Germany,EMEA,Store10
2021-09-21 00:00:00,Dermacil,Online Store,299.0,Merck,Australia,APAC,Store06
2021-09-21 00:00:00,Neurofix,Chain Store,201.0,Pfizer,USA,,Store01
2021-09-21 00:00:00,Immunoboost,Chain Store,258.0,Pfizer,Germany,EMEA,Store06
2021-09-21 00:00:00,Cardiox,Retail Store,199.0,Bayer,South Korea,APAC,Store05
2021-09-21 00:00:00,Bronchosafe,Chain Store,258.0,Bayer,South Korea,APAC,Store02
2021-09-21 00:00:00,Diabecheck,Retail Store,430.0,Merck,Australia,APAC,Store06
2021-09-21 00:00:00,Diabetrol,Online Store,335.0,Merck,Australia,APAC,Store03
2021-09-21 00:00:00,Dermaglow,Online Store,299.0,Merck,Canada,,Store07
2021-09-21 00:00:00,Hepaheal,Retail Store,399.0,Pfizer,USA,,Store01
2021-09-21 00:00:00,AntifungalY,Retail Store,298.0,Bayer,South Korea,APAC,Store11
2021-09-21 00:00:00,Cancerend,Retail Store,735.0,Bayer,Australia,APAC,Store03
2021-09-21 00:00:00,Osteogrow,Retail Store,294.0,Pfizer,Germany,EMEA,Store09
2021-09-21 00:00:00,Cardiox,Online Store,238.0,Bayer,Canada,,Store01
