Date,decomposition,real/pred,prediction_type,Demand,SKU,Channel,Supplier
2023-09-26 00:00:00,pred,pred,lower_bound,297.0,Dermacil,Chain Store,Merck
2023-09-26 00:00:00,pred,pred,upper_bound,311.0,Fungistop,Retail Store,Merck
2023-09-26 00:00:00,pred,pred,predicted_value,279.0,Fungistop,Retail Store,Merck
2023-09-26 00:00:00,pred,pred,lower_bound,246.0,Fungistop,Retail Store,Merck
2023-09-26 00:00:00,pred,pred,upper_bound,386.0,Fungistop,Online Store,Merck
2023-09-26 00:00:00,pred,pred,predicted_value,349.0,Fungistop,Online Store,Merck
2023-09-26 00:00:00,pred,pred,lower_bound,311.0,Fungistop,Online Store,Merck
2023-09-26 00:00:00,pred,pred,upper_bound,77.0,Fungistop,Chain Store,Merck
2023-09-26 00:00:00,pred,pred,predicted_value,69.0,Fungistop,Chain Store,Merck
2023-09-26 00:00:00,pred,pred,lower_bound,62.0,Fungistop,Chain Store,Merck
2023-09-26 00:00:00,pred,pred,predicted_value,355.0,Diabecheck,Online Store,Merck
2023-09-26 00:00:00,pred,pred,upper_bound,379.0,Dermaglow,Chain Store,Merck
2023-09-26 00:00:00,pred,pred,predicted_value,340.0,Dermaglow,Chain Store,Merck
2023-09-26 00:00:00,pred,pred,lower_bound,303.0,Dermaglow,Chain Store,Merck
2023-09-26 00:00:00,pred,pred,upper_bound,234.0,Dermacil,Retail Store,Merck
2023-09-26 00:00:00,pred,pred,predicted_value,212.0,Dermacil,Retail Store,Merck
2023-09-26 00:00:00,pred,pred,lower_bound,187.0,Dermacil,Retail Store,Merck
2023-09-26 00:00:00,pred,pred,upper_bound,313.0,Dermacil,Online Store,Merck
2023-09-26 00:00:00,pred,pred,predicted_value,281.0,Dermacil,Online Store,Merck
2023-09-26 00:00:00,pred,pred,lower_bound,249.0,Dermacil,Online Store,Merck
2023-09-26 00:00:00,pred,pred,upper_bound,390.0,Diabecheck,Online Store,Merck
2023-09-26 00:00:00,pred,pred,upper_bound,368.0,Dermacil,Chain Store,Merck
2023-09-26 00:00:00,pred,pred,upper_bound,416.0,Diabecheck,Chain Store,Merck
2023-09-26 00:00:00,pred,pred,predicted_value,376.0,Diabecheck,Chain Store,Merck
2023-09-26 00:00:00,pred,pred,lower_bound,340.0,Diabecheck,Chain Store,Merck
2023-09-26 00:00:00,pred,pred,lower_bound,320.0,Diabecheck,Online Store,Merck
2023-09-26 00:00:00,pred,pred,predicted_value,212.0,Dermaglow,Retail Store,Merck
2023-09-26 00:00:00,pred,pred,upper_bound,233.0,Dermaglow,Retail Store,Merck
2023-09-26 00:00:00,pred,pred,predicted_value,281.0,Dermaglow,Online Store,Merck
2023-09-26 00:00:00,pred,pred,upper_bound,315.0,Dermaglow,Online Store,Merck
2023-09-26 00:00:00,pred,pred,lower_bound,244.0,Dermaglow,Online Store,Merck
2023-09-26 00:00:00,pred,pred,lower_bound,188.0,Dermaglow,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,415.0,Immunomax,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,381.0,Immunomax,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,348.0,Immunomax,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,335.0,Immunomax,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,308.0,Immunomax,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,570.0,Immunoboost,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,523.0,Immunoboost,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,474.0,Immunoboost,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,486.0,Immunomax,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,365.0,Immunomax,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,533.0,Immunomax,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,1080.0,Neurofix,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,998.0,Neurofix,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,928.0,Neurofix,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,546.0,Neurofix,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,502.0,Neurofix,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,462.0,Neurofix,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,288.0,Neurofix,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,268.0,Neurofix,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,246.0,Neurofix,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,582.0,Immunomax,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,575.0,Hepafix,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,413.0,Immunoboost,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,560.0,Hepaheal,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,513.0,Hepaheal,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,466.0,Hepaheal,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,525.0,Hepafix,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,483.0,Hepafix,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,437.0,Hepafix,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,377.0,Hepafix,Online Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,344.0,Hepafix,Online Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,312.0,Hepafix,Online Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,310.0,Hepaheal,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,381.0,Immunoboost,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,346.0,Immunoboost,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,363.0,Immunoboost,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,335.0,Immunoboost,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,307.0,Immunoboost,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,539.0,Hepaheal,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,494.0,Hepaheal,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,450.0,Hepaheal,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,369.0,Hepaheal,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,337.0,Hepaheal,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,436.0,Osteofix,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,334.0,Paingelix,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,518.0,Osteofix,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,979.0,Thyrocare,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,892.0,Thyrocare,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,552.0,Thyrocare,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,513.0,Thyrocare,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,470.0,Thyrocare,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,1057.0,Thyrocare,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,289.0,Thyrocare,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,268.0,Thyrocare,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,248.0,Thyrocare,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,276.0,Paingelix,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,524.0,Hepafix,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,586.0,Virustop,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,533.0,Virustop,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,486.0,Virustop,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,413.0,Virustop,Online Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,381.0,Virustop,Online Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,347.0,Virustop,Online Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,356.0,Virustop,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,328.0,Virustop,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,301.0,Virustop,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,252.0,Paingelix,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,230.0,Paingelix,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,504.0,Osteogrow,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,466.0,Osteogrow,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,425.0,Osteogrow,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,409.0,Osteofix,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,377.0,Osteofix,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,342.0,Osteofix,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,306.0,Osteofix,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,282.0,Osteofix,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,257.0,Osteofix,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,476.0,Osteofix,Chain Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,276.0,Osteogrow,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,308.0,Paingelix,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,282.0,Paingelix,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,164.0,Paingelix,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,152.0,Paingelix,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,140.0,Paingelix,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,402.0,Osteogrow,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,predicted_value,370.0,Osteogrow,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,338.0,Osteogrow,Retail Store,Pfizer
2023-10-03 00:00:00,pred,pred,upper_bound,299.0,Osteogrow,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,249.0,Osteogrow,Online Store,Pfizer
2023-10-03 00:00:00,pred,pred,lower_bound,475.0,Hepafix,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,329.0,Cardioplus,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,302.0,Cardioplus,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,277.0,Cardioplus,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,166.0,Cardioplus,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,152.0,Cardioplus,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,1077.0,Cancerend,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,998.0,Cancerend,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,922.0,Cancerend,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,140.0,Cardioplus,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,225.0,Cardioplus,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,247.0,Cardioplus,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,276.0,Cardiox,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,252.0,Cardiox,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,232.0,Cardiox,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,334.0,Cardiox,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,308.0,Cardiox,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,283.0,Cardiox,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,166.0,Cardiox,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,155.0,Cardiox,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,142.0,Cardiox,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,268.0,Cardioplus,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,554.0,Cancerend,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,513.0,Cancerend,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,425.0,AntifungalY,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,391.0,AntifungalY,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,361.0,AntifungalY,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,309.0,Bronchosafe,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,483.0,AntifungalY,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,446.0,AntifungalY,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,97.0,AntifungalY,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,90.0,AntifungalY,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,82.0,AntifungalY,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,524.0,AntifungalY,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,335.0,Bronchosafe,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,365.0,Bronchosafe,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,296.0,Cancerend,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,273.0,Cancerend,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,250.0,Cancerend,Chain Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,579.0,Bronchosafe,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,533.0,Bronchosafe,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,481.0,Bronchosafe,Retail Store,Bayer
2023-10-03 00:00:00,pred,pred,upper_bound,422.0,Bronchosafe,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,predicted_value,388.0,Bronchosafe,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,354.0,Bronchosafe,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,475.0,Cancerend,Online Store,Bayer
2023-10-03 00:00:00,pred,pred,lower_bound,383.0,Dermacil,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,488.0,Diabetrol,Online Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,450.0,Diabetrol,Online Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,411.0,Diabetrol,Online Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,524.0,Diabetrol,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,488.0,Diabetrol,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,450.0,Diabetrol,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,616.0,Diabecheck,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,570.0,Diabecheck,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,526.0,Diabecheck,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,525.0,Diabetrol,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,617.0,Diabetrol,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,415.0,Fungistop,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,383.0,Fungistop,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,347.0,Fungistop,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,521.0,Fungistop,Online Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,483.0,Fungistop,Online Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,443.0,Fungistop,Online Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,97.0,Fungistop,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,90.0,Fungistop,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,82.0,Fungistop,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,570.0,Diabetrol,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,495.0,Diabecheck,Online Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,249.0,Dermacil,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,431.0,Dermaglow,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,296.0,Dermacil,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,273.0,Dermacil,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,459.0,Diabecheck,Online Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,468.0,Dermaglow,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,406.0,Dermacil,Online Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,371.0,Dermacil,Online Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,339.0,Dermacil,Online Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,458.0,Dermacil,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,421.0,Dermacil,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,391.0,Dermaglow,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,423.0,Diabecheck,Online Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,523.0,Diabecheck,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,488.0,Diabecheck,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,451.0,Diabecheck,Chain Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,273.0,Dermaglow,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,295.0,Dermaglow,Retail Store,Merck
2023-10-03 00:00:00,pred,pred,predicted_value,371.0,Dermaglow,Online Store,Merck
2023-10-03 00:00:00,pred,pred,upper_bound,402.0,Dermaglow,Online Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,336.0,Dermaglow,Online Store,Merck
2023-10-03 00:00:00,pred,pred,lower_bound,248.0,Dermaglow,Retail Store,Merck
2023-10-10 00:00:00,pred,pred,lower_bound,458.0,Immunomax,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,395.0,Immunomax,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,359.0,Immunomax,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,327.0,Immunomax,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,344.0,Immunomax,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,318.0,Immunomax,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,290.0,Immunomax,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,545.0,Immunoboost,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,497.0,Immunoboost,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,453.0,Immunoboost,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,507.0,Immunomax,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,1020.0,Neurofix,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,940.0,Neurofix,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,869.0,Neurofix,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,516.0,Neurofix,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,475.0,Neurofix,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,435.0,Neurofix,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,268.0,Neurofix,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,246.0,Neurofix,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,225.0,Neurofix,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,555.0,Immunomax,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,285.0,Hepaheal,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,391.0,Immunoboost,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,481.0,Hepaheal,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,433.0,Hepaheal,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,490.0,Hepafix,Retail Store,Merck
2023-10-10 00:00:00,pred,pred,predicted_value,445.0,Hepafix,Retail Store,Merck
2023-10-10 00:00:00,pred,pred,lower_bound,402.0,Hepafix,Retail Store,Merck
2023-10-10 00:00:00,pred,pred,upper_bound,528.0,Hepaheal,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,352.0,Hepafix,Online Store,Merck
2023-10-10 00:00:00,pred,pred,predicted_value,321.0,Hepafix,Online Store,Merck
2023-10-10 00:00:00,pred,pred,lower_bound,286.0,Hepafix,Online Store,Merck
2023-10-10 00:00:00,pred,pred,upper_bound,540.0,Hepafix,Chain Store,Merck
2023-10-10 00:00:00,pred,pred,predicted_value,359.0,Immunoboost,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,324.0,Immunoboost,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,344.0,Immunoboost,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,318.0,Immunoboost,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,290.0,Immunoboost,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,497.0,Hepaheal,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,456.0,Hepaheal,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,412.0,Hepaheal,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,348.0,Hepaheal,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,315.0,Hepaheal,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,420.0,Osteofix,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,496.0,Osteofix,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,836.0,Thyrocare,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,525.0,Thyrocare,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,485.0,Thyrocare,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,441.0,Thyrocare,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,922.0,Thyrocare,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,267.0,Thyrocare,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,246.0,Thyrocare,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,226.0,Thyrocare,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,261.0,Paingelix,Retail Store,Bayer
2023-10-10 00:00:00,pred,pred,predicted_value,238.0,Paingelix,Retail Store,Bayer
2023-10-10 00:00:00,pred,pred,upper_bound,1000.0,Thyrocare,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,491.0,Hepafix,Chain Store,Merck
2023-10-10 00:00:00,pred,pred,upper_bound,554.0,Virustop,Retail Store,Merck
2023-10-10 00:00:00,pred,pred,predicted_value,507.0,Virustop,Retail Store,Merck
2023-10-10 00:00:00,pred,pred,lower_bound,457.0,Virustop,Retail Store,Merck
2023-10-10 00:00:00,pred,pred,upper_bound,391.0,Virustop,Online Store,Merck
2023-10-10 00:00:00,pred,pred,predicted_value,359.0,Virustop,Online Store,Merck
2023-10-10 00:00:00,pred,pred,lower_bound,326.0,Virustop,Online Store,Merck
2023-10-10 00:00:00,pred,pred,upper_bound,341.0,Virustop,Chain Store,Merck
2023-10-10 00:00:00,pred,pred,predicted_value,312.0,Virustop,Chain Store,Merck
2023-10-10 00:00:00,pred,pred,lower_bound,286.0,Virustop,Chain Store,Merck
2023-10-10 00:00:00,pred,pred,lower_bound,217.0,Paingelix,Retail Store,Bayer
2023-10-10 00:00:00,pred,pred,upper_bound,493.0,Osteogrow,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,449.0,Osteogrow,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,410.0,Osteogrow,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,395.0,Osteofix,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,363.0,Osteofix,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,332.0,Osteofix,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,296.0,Osteofix,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,271.0,Osteofix,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,247.0,Osteofix,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,458.0,Osteofix,Chain Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,266.0,Osteogrow,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,321.0,Paingelix,Online Store,Bayer
2023-10-10 00:00:00,pred,pred,predicted_value,293.0,Paingelix,Online Store,Bayer
2023-10-10 00:00:00,pred,pred,lower_bound,266.0,Paingelix,Online Store,Bayer
2023-10-10 00:00:00,pred,pred,upper_bound,156.0,Paingelix,Chain Store,Bayer
2023-10-10 00:00:00,pred,pred,predicted_value,144.0,Paingelix,Chain Store,Bayer
2023-10-10 00:00:00,pred,pred,lower_bound,131.0,Paingelix,Chain Store,Bayer
2023-10-10 00:00:00,pred,pred,upper_bound,387.0,Osteogrow,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,predicted_value,356.0,Osteogrow,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,327.0,Osteogrow,Retail Store,Pfizer
2023-10-10 00:00:00,pred,pred,upper_bound,288.0,Osteogrow,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,243.0,Osteogrow,Online Store,Pfizer
2023-10-10 00:00:00,pred,pred,lower_bound,443.0,Hepafix,Chain Store,Merck
